Time;Source;Event
2022-10-16 11:53:56;REFRIGERATOR;ON
2022-10-16 12:07:56;REFRIGERATOR;OFF
2022-10-16 12:07:56;fridge operation;END
2022-10-16 12:11:53;PC;OFF
2022-10-16 12:11:53;use a personal computer;END
2022-10-16 12:42:32;fridge operation;START
2022-10-16 12:42:32;REFRIGERATOR;ON
2022-10-16 12:44:23;use a personal computer;START
2022-10-16 12:44:23;PC;ON
2022-10-16 12:56:32;REFRIGERATOR;OFF
2022-10-16 12:56:32;fridge operation;END
2022-10-16 13:15:48;PC;OFF
2022-10-16 13:15:48;use a personal computer;END
2022-10-16 13:43:28;fridge operation;START
2022-10-16 13:43:28;REFRIGERATOR;ON
2022-10-16 13:50:33;microwaving food;START
2022-10-16 13:50:33;MICROWAVE;ON
2022-10-16 13:56:17;MICROWAVE;OFF
2022-10-16 13:56:17;microwaving food;END
2022-10-16 13:57:28;REFRIGERATOR;OFF
2022-10-16 13:57:28;fridge operation;END
2022-10-16 14:00:45;vacuuming;START
2022-10-16 14:00:45;VACUUMCLEANER;ON
2022-10-16 14:12:45;VACUUMCLEANER;OFF
2022-10-16 14:12:45;vacuuming;END
2022-10-16 14:41:08;vacuuming;START
2022-10-16 14:41:08;VACUUMCLEANER;ON
2022-10-16 14:53:08;VACUUMCLEANER;OFF
2022-10-16 14:53:08;vacuuming;END
2022-10-16 14:55:08;use a personal computer;START
2022-10-16 14:55:08;PC;ON
2022-10-16 14:59:11;fridge operation;START
2022-10-16 14:59:11;REFRIGERATOR;ON
2022-10-16 15:13:11;REFRIGERATOR;OFF
2022-10-16 15:13:11;fridge operation;END
2022-10-16 15:26:33;PC;OFF
2022-10-16 15:26:33;use a personal computer;END
2022-10-16 15:53:21;fridge operation;START
2022-10-16 15:53:21;REFRIGERATOR;ON
2022-10-16 16:07:21;REFRIGERATOR;OFF
2022-10-16 16:07:21;fridge operation;END
2022-10-16 16:19:19;use a personal computer;START
2022-10-16 16:19:19;PC;ON
2022-10-16 16:50:44;PC;OFF
2022-10-16 16:50:44;use a personal computer;END
2022-10-16 16:50:45;watching TV;START
2022-10-16 16:50:45;TV;ON
2022-10-16 17:34:04;fridge operation;START
2022-10-16 17:34:04;REFRIGERATOR;ON
2022-10-16 17:48:04;REFRIGERATOR;OFF
2022-10-16 17:48:04;fridge operation;END
2022-10-16 18:06:51;TV;OFF
2022-10-16 18:06:52;TV;ON
2022-10-16 18:12:40;fridge operation;START
2022-10-16 18:12:40;REFRIGERATOR;ON
2022-10-16 18:24:59;TV;OFF
2022-10-16 18:24:59;watching TV;END
2022-10-16 18:26:40;REFRIGERATOR;OFF
2022-10-16 18:26:40;fridge operation;END
2022-10-16 18:32:28;use a personal computer;START
2022-10-16 18:32:28;PC;ON
2022-10-16 19:03:37;fridge operation;START
2022-10-16 19:03:37;REFRIGERATOR;ON
2022-10-16 19:03:53;PC;OFF
2022-10-16 19:03:53;use a personal computer;END
2022-10-16 19:17:37;REFRIGERATOR;OFF
2022-10-16 19:17:37;fridge operation;END
2022-10-16 19:35:22;cooking a dinner;START
2022-10-16 19:35:22;KETTLE;ON
2022-10-16 19:36:22;KETTLE;OFF
2022-10-16 19:36:23;COOKINGSTOVE;ON
2022-10-16 19:46:29;fridge operation;START
2022-10-16 19:46:29;REFRIGERATOR;ON
2022-10-16 20:00:29;REFRIGERATOR;OFF
2022-10-16 20:00:29;fridge operation;END
2022-10-16 20:12:55;COOKINGSTOVE;OFF
2022-10-16 20:12:55;cooking a dinner;END
2022-10-16 20:24:57;use a personal computer;START
2022-10-16 20:24:57;PC;ON
2022-10-16 20:33:04;fridge operation;START
2022-10-16 20:33:04;REFRIGERATOR;ON
2022-10-16 20:47:04;REFRIGERATOR;OFF
2022-10-16 20:47:04;fridge operation;END
2022-10-16 20:56:22;PC;OFF
2022-10-16 20:56:22;use a personal computer;END
2022-10-16 21:30:51;fridge operation;START
2022-10-16 21:30:51;REFRIGERATOR;ON
2022-10-16 21:44:51;REFRIGERATOR;OFF
2022-10-16 21:44:51;fridge operation;END
2022-10-16 22:04:52;use a personal computer;START
2022-10-16 22:04:52;PC;ON
2022-10-16 22:36:17;PC;OFF
2022-10-16 22:36:17;use a personal computer;END
2022-10-16 23:16:53;fridge operation;START
2022-10-16 23:16:53;REFRIGERATOR;ON
2022-10-16 23:30:53;REFRIGERATOR;OFF
2022-10-16 23:30:53;fridge operation;END
2022-10-17 00:00:00;fridge operation;START
2022-10-17 00:00:00;REFRIGERATOR;ON
2022-10-17 00:14:00;REFRIGERATOR;OFF
2022-10-17 00:14:00;fridge operation;END
2022-10-17 00:53:18;fridge operation;START
2022-10-17 00:53:18;REFRIGERATOR;ON
2022-10-17 01:07:18;REFRIGERATOR;OFF
2022-10-17 01:07:18;fridge operation;END
2022-10-17 02:03:49;fridge operation;START
2022-10-17 02:03:49;REFRIGERATOR;ON
2022-10-17 02:17:49;REFRIGERATOR;OFF
2022-10-17 02:17:49;fridge operation;END
2022-10-17 02:41:30;fridge operation;START
2022-10-17 02:41:30;REFRIGERATOR;ON
2022-10-17 02:55:30;REFRIGERATOR;OFF
2022-10-17 02:55:30;fridge operation;END
2022-10-17 03:39:41;fridge operation;START
2022-10-17 03:39:41;REFRIGERATOR;ON
2022-10-17 03:53:41;REFRIGERATOR;OFF
2022-10-17 03:53:41;fridge operation;END
2022-10-17 04:38:23;fridge operation;START
2022-10-17 04:38:23;REFRIGERATOR;ON
2022-10-17 04:52:23;REFRIGERATOR;OFF
2022-10-17 04:52:23;fridge operation;END
2022-10-17 05:17:35;fridge operation;START
2022-10-17 05:17:35;REFRIGERATOR;ON
2022-10-17 05:31:35;REFRIGERATOR;OFF
2022-10-17 05:31:35;fridge operation;END
2022-10-17 06:36:22;fridge operation;START
2022-10-17 06:36:22;REFRIGERATOR;ON
2022-10-17 06:50:22;REFRIGERATOR;OFF
2022-10-17 06:50:22;fridge operation;END
2022-10-17 07:52:22;fridge operation;START
2022-10-17 07:52:22;REFRIGERATOR;ON
2022-10-17 08:02:14;listen to a 74 minute audio CD;START
2022-10-17 08:02:14;AMPLIFIER;ON
2022-10-17 08:02:19;CDPLAYER;ON
2022-10-17 08:06:22;REFRIGERATOR;OFF
2022-10-17 08:06:22;fridge operation;END
2022-10-17 09:16:18;CDPLAYER;OFF
2022-10-17 09:16:23;AMPLIFIER;OFF
2022-10-17 09:16:23;listen to a 74 minute audio CD;END
2022-10-17 09:24:59;preparing breakfast with coffee or tea and toast or eggs;START
2022-10-17 09:25:04;COFFEEMAKER;ON
2022-10-17 09:25:15;COOKINGSTOVE;ON
2022-10-17 09:30:57;COOKINGSTOVE;OFF
2022-10-17 09:32:50;fridge operation;START
2022-10-17 09:32:50;REFRIGERATOR;ON
2022-10-17 09:38:44;COFFEEMAKER;OFF
2022-10-17 09:38:44;preparing breakfast with coffee or tea and toast or eggs;END
2022-10-17 09:46:50;REFRIGERATOR;OFF
2022-10-17 09:46:50;fridge operation;END
2022-10-17 10:21:12;use a personal computer;START
2022-10-17 10:21:12;PC;ON
2022-10-17 10:52:37;PC;OFF
2022-10-17 10:52:37;use a personal computer;END
2022-10-17 10:53:38;fridge operation;START
2022-10-17 10:53:38;REFRIGERATOR;ON
2022-10-17 11:07:38;REFRIGERATOR;OFF
2022-10-17 11:07:38;fridge operation;END
2022-10-17 11:12:44;use a personal computer;START
2022-10-17 11:12:44;PC;ON
2022-10-17 11:27:09;fridge operation;START
2022-10-17 11:27:09;REFRIGERATOR;ON
2022-10-17 11:41:09;REFRIGERATOR;OFF
2022-10-17 11:41:09;fridge operation;END
2022-10-17 11:44:09;PC;OFF
2022-10-17 11:44:09;use a personal computer;END
2022-10-17 11:56:16;watching TV;START
2022-10-17 11:56:16;TV;ON
2022-10-17 12:25:34;fridge operation;START
2022-10-17 12:25:34;REFRIGERATOR;ON
2022-10-17 12:31:49;TV;OFF
2022-10-17 12:31:50;TV;ON
2022-10-17 12:39:34;REFRIGERATOR;OFF
2022-10-17 12:39:34;fridge operation;END
2022-10-17 12:47:17;TV;OFF
2022-10-17 12:47:17;watching TV;END
2022-10-17 12:48:00;use a personal computer;START
2022-10-17 12:48:00;PC;ON
2022-10-17 13:06:57;fridge operation;START
2022-10-17 13:06:57;REFRIGERATOR;ON
2022-10-17 13:19:25;PC;OFF
2022-10-17 13:19:25;use a personal computer;END
2022-10-17 13:20:57;REFRIGERATOR;OFF
2022-10-17 13:20:57;fridge operation;END
2022-10-17 13:33:10;microwaving food;START
2022-10-17 13:33:10;MICROWAVE;ON
2022-10-17 13:37:51;MICROWAVE;OFF
2022-10-17 13:37:51;microwaving food;END
2022-10-17 14:02:10;fridge operation;START
2022-10-17 14:02:10;REFRIGERATOR;ON
2022-10-17 14:16:10;REFRIGERATOR;OFF
2022-10-17 14:16:10;fridge operation;END
2022-10-17 14:19:30;vacuuming;START
2022-10-17 14:19:30;VACUUMCLEANER;ON
2022-10-17 14:31:30;VACUUMCLEANER;OFF
2022-10-17 14:31:30;vacuuming;END
2022-10-17 14:33:27;vacuuming;START
2022-10-17 14:33:27;VACUUMCLEANER;ON
2022-10-17 14:45:27;VACUUMCLEANER;OFF
2022-10-17 14:45:27;vacuuming;END
2022-10-17 14:56:57;watching TV;START
2022-10-17 14:56:57;TV;ON
2022-10-17 15:09:34;fridge operation;START
2022-10-17 15:09:34;REFRIGERATOR;ON
2022-10-17 15:23:34;REFRIGERATOR;OFF
2022-10-17 15:23:34;fridge operation;END
2022-10-17 15:56:15;fridge operation;START
2022-10-17 15:56:15;REFRIGERATOR;ON
2022-10-17 16:10:15;REFRIGERATOR;OFF
2022-10-17 16:10:15;fridge operation;END
2022-10-17 16:25:55;TV;OFF
2022-10-17 16:25:56;TV;ON
2022-10-17 16:52:36;TV;OFF
2022-10-17 16:52:36;watching TV;END
2022-10-17 17:03:40;fridge operation;START
2022-10-17 17:03:40;REFRIGERATOR;ON
2022-10-17 17:17:40;REFRIGERATOR;OFF
2022-10-17 17:17:40;fridge operation;END
2022-10-17 18:10:56;use a personal computer;START
2022-10-17 18:10:56;PC;ON
2022-10-17 18:11:32;fridge operation;START
2022-10-17 18:11:32;REFRIGERATOR;ON
2022-10-17 18:25:32;REFRIGERATOR;OFF
2022-10-17 18:25:32;fridge operation;END
2022-10-17 18:42:21;PC;OFF
2022-10-17 18:42:21;use a personal computer;END
2022-10-17 18:50:09;fridge operation;START
2022-10-17 18:50:09;REFRIGERATOR;ON
2022-10-17 19:00:54;use a personal computer;START
2022-10-17 19:00:54;PC;ON
2022-10-17 19:04:09;REFRIGERATOR;OFF
2022-10-17 19:04:09;fridge operation;END
2022-10-17 19:27:49;fridge operation;START
2022-10-17 19:27:49;REFRIGERATOR;ON
2022-10-17 19:32:19;PC;OFF
2022-10-17 19:32:19;use a personal computer;END
2022-10-17 19:37:10;watching TV;START
2022-10-17 19:37:10;TV;ON
2022-10-17 19:41:49;REFRIGERATOR;OFF
2022-10-17 19:41:49;fridge operation;END
2022-10-17 20:21:23;fridge operation;START
2022-10-17 20:21:23;REFRIGERATOR;ON
2022-10-17 20:35:23;REFRIGERATOR;OFF
2022-10-17 20:35:23;fridge operation;END
2022-10-17 20:57:45;TV;OFF
2022-10-17 20:57:46;TV;ON
2022-10-17 21:00:42;fridge operation;START
2022-10-17 21:00:42;REFRIGERATOR;ON
2022-10-17 21:14:42;REFRIGERATOR;OFF
2022-10-17 21:14:42;fridge operation;END
2022-10-17 21:15:53;TV;OFF
2022-10-17 21:15:54;TV;ON
2022-10-17 21:40:01;TV;OFF
2022-10-17 21:40:01;watching TV;END
2022-10-17 22:01:01;fridge operation;START
2022-10-17 22:01:01;REFRIGERATOR;ON
2022-10-17 22:14:04;use a personal computer;START
2022-10-17 22:14:04;PC;ON
2022-10-17 22:15:01;REFRIGERATOR;OFF
2022-10-17 22:15:01;fridge operation;END
2022-10-17 22:45:29;PC;OFF
2022-10-17 22:45:29;use a personal computer;END
2022-10-17 23:00:22;use a personal computer;START
2022-10-17 23:00:22;PC;ON
2022-10-17 23:13:53;fridge operation;START
2022-10-17 23:13:53;REFRIGERATOR;ON
2022-10-17 23:27:53;REFRIGERATOR;OFF
2022-10-17 23:27:53;fridge operation;END
2022-10-17 23:31:47;PC;OFF
2022-10-17 23:31:47;use a personal computer;END
2022-10-18 00:00:17;fridge operation;START
2022-10-18 00:00:17;REFRIGERATOR;ON
2022-10-18 00:14:17;REFRIGERATOR;OFF
2022-10-18 00:14:17;fridge operation;END
2022-10-18 00:54:19;fridge operation;START
2022-10-18 00:54:19;REFRIGERATOR;ON
2022-10-18 01:08:19;REFRIGERATOR;OFF
2022-10-18 01:08:19;fridge operation;END
2022-10-18 01:46:00;fridge operation;START
2022-10-18 01:46:00;REFRIGERATOR;ON
2022-10-18 02:00:00;REFRIGERATOR;OFF
2022-10-18 02:00:00;fridge operation;END
2022-10-18 02:19:50;fridge operation;START
2022-10-18 02:19:50;REFRIGERATOR;ON
2022-10-18 02:33:50;REFRIGERATOR;OFF
2022-10-18 02:33:50;fridge operation;END
2022-10-18 02:58:57;fridge operation;START
2022-10-18 02:58:57;REFRIGERATOR;ON
2022-10-18 03:12:57;REFRIGERATOR;OFF
2022-10-18 03:12:57;fridge operation;END
2022-10-18 03:33:28;fridge operation;START
2022-10-18 03:33:28;REFRIGERATOR;ON
2022-10-18 03:46:10;washing a load of laundry;START
2022-10-18 03:46:18;WASHINGMACHINE;ON
2022-10-18 03:47:28;REFRIGERATOR;OFF
2022-10-18 03:47:28;fridge operation;END
2022-10-18 04:37:45;fridge operation;START
2022-10-18 04:37:45;REFRIGERATOR;ON
2022-10-18 04:51:45;REFRIGERATOR;OFF
2022-10-18 04:51:45;fridge operation;END
2022-10-18 05:59:34;fridge operation;START
2022-10-18 05:59:34;REFRIGERATOR;ON
2022-10-18 06:13:34;REFRIGERATOR;OFF
2022-10-18 06:13:34;fridge operation;END
2022-10-18 06:32:17;fridge operation;START
2022-10-18 06:32:17;REFRIGERATOR;ON
2022-10-18 06:46:17;REFRIGERATOR;OFF
2022-10-18 06:46:17;fridge operation;END
2022-10-18 06:56:45;WASHINGMACHINE;OFF
2022-10-18 06:56:45;washing a load of laundry;END
2022-10-18 07:43:22;fridge operation;START
2022-10-18 07:43:22;REFRIGERATOR;ON
2022-10-18 07:57:22;REFRIGERATOR;OFF
2022-10-18 07:57:22;fridge operation;END
2022-10-18 08:18:13;listen to a 74 minute audio CD;START
2022-10-18 08:18:13;AMPLIFIER;ON
2022-10-18 08:18:23;CDPLAYER;ON
2022-10-18 08:47:52;fridge operation;START
2022-10-18 08:47:52;REFRIGERATOR;ON
2022-10-18 09:01:52;REFRIGERATOR;OFF
2022-10-18 09:01:52;fridge operation;END
2022-10-18 09:32:22;AMPLIFIER;OFF
2022-10-18 09:32:22;CDPLAYER;OFF
2022-10-18 09:32:22;listen to a 74 minute audio CD;END
2022-10-18 09:51:04;preparing breakfast with coffee or tea and toast or eggs;START
2022-10-18 09:51:09;KETTLE;ON
2022-10-18 09:51:19;BREADCUTTER;ON
2022-10-18 09:51:24;BREADCUTTER;OFF
2022-10-18 09:51:25;TOASTER;ON
2022-10-18 09:52:09;KETTLE;OFF
2022-10-18 10:02:34;fridge operation;START
2022-10-18 10:02:34;REFRIGERATOR;ON
2022-10-18 10:11:43;TOASTER;OFF
2022-10-18 10:11:43;preparing breakfast with coffee or tea and toast or eggs;END
2022-10-18 10:16:34;REFRIGERATOR;OFF
2022-10-18 10:16:34;fridge operation;END
2022-10-18 10:37:43;use a personal computer;START
2022-10-18 10:37:43;PC;ON
2022-10-18 11:09:08;PC;OFF
2022-10-18 11:09:08;use a personal computer;END
2022-10-18 11:21:55;use a personal computer;START
2022-10-18 11:21:55;PC;ON
2022-10-18 11:41:05;fridge operation;START
2022-10-18 11:41:05;REFRIGERATOR;ON
2022-10-18 11:53:20;PC;OFF
2022-10-18 11:53:20;use a personal computer;END
2022-10-18 11:55:05;REFRIGERATOR;OFF
2022-10-18 11:55:05;fridge operation;END
2022-10-18 12:00:00;watching TV;START
2022-10-18 12:00:00;TV;ON
2022-10-18 12:37:13;fridge operation;START
2022-10-18 12:37:13;REFRIGERATOR;ON
2022-10-18 12:40:47;TV;OFF
2022-10-18 12:40:48;TV;ON
2022-10-18 12:51:13;REFRIGERATOR;OFF
2022-10-18 12:51:13;fridge operation;END
2022-10-18 13:09:37;TV;OFF
2022-10-18 13:09:37;watching TV;END
2022-10-18 13:49:29;microwaving food;START
2022-10-18 13:49:29;MICROWAVE;ON
2022-10-18 13:52:12;MICROWAVE;OFF
2022-10-18 13:52:12;microwaving food;END
2022-10-18 14:10:48;fridge operation;START
2022-10-18 14:10:48;REFRIGERATOR;ON
2022-10-18 14:12:00;use a personal computer;START
2022-10-18 14:12:00;PC;ON
2022-10-18 14:24:48;REFRIGERATOR;OFF
2022-10-18 14:24:48;fridge operation;END
2022-10-18 14:43:25;PC;OFF
2022-10-18 14:43:25;use a personal computer;END
2022-10-18 14:43:26;watching TV;START
2022-10-18 14:43:26;TV;ON
2022-10-18 15:31:21;fridge operation;START
2022-10-18 15:31:21;REFRIGERATOR;ON
2022-10-18 15:45:21;REFRIGERATOR;OFF
2022-10-18 15:45:21;fridge operation;END
2022-10-18 16:42:01;TV;OFF
2022-10-18 16:42:02;TV;ON
2022-10-18 16:44:07;fridge operation;START
2022-10-18 16:44:07;REFRIGERATOR;ON
2022-10-18 16:58:07;REFRIGERATOR;OFF
2022-10-18 16:58:07;fridge operation;END
2022-10-18 17:02:23;TV;OFF
2022-10-18 17:02:23;watching TV;END
2022-10-18 17:11:36;use a personal computer;START
2022-10-18 17:11:36;PC;ON
2022-10-18 17:43:01;PC;OFF
2022-10-18 17:43:01;use a personal computer;END
2022-10-18 18:06:13;fridge operation;START
2022-10-18 18:06:13;REFRIGERATOR;ON
2022-10-18 18:20:13;REFRIGERATOR;OFF
2022-10-18 18:20:13;fridge operation;END
2022-10-18 18:20:36;watching TV;START
2022-10-18 18:20:36;TV;ON
2022-10-18 18:58:15;TV;OFF
2022-10-18 18:58:16;TV;ON
2022-10-18 19:17:41;fridge operation;START
2022-10-18 19:17:41;REFRIGERATOR;ON
2022-10-18 19:21:39;TV;OFF
2022-10-18 19:21:39;watching TV;END
2022-10-18 19:31:41;REFRIGERATOR;OFF
2022-10-18 19:31:41;fridge operation;END
2022-10-18 20:21:56;use a personal computer;START
2022-10-18 20:21:56;PC;ON
2022-10-18 20:42:30;fridge operation;START
2022-10-18 20:42:30;REFRIGERATOR;ON
2022-10-18 20:53:21;PC;OFF
2022-10-18 20:53:21;use a personal computer;END
2022-10-18 20:56:30;REFRIGERATOR;OFF
2022-10-18 20:56:30;fridge operation;END
2022-10-18 21:01:22;use a personal computer;START
2022-10-18 21:01:22;PC;ON
2022-10-18 21:23:19;fridge operation;START
2022-10-18 21:23:19;REFRIGERATOR;ON
2022-10-18 21:32:47;PC;OFF
2022-10-18 21:32:47;use a personal computer;END
2022-10-18 21:37:19;REFRIGERATOR;OFF
2022-10-18 21:37:19;fridge operation;END
2022-10-18 22:32:44;fridge operation;START
2022-10-18 22:32:44;REFRIGERATOR;ON
2022-10-18 22:42:28;use a personal computer;START
2022-10-18 22:42:28;PC;ON
2022-10-18 22:46:44;REFRIGERATOR;OFF
2022-10-18 22:46:44;fridge operation;END
2022-10-18 23:06:29;fridge operation;START
2022-10-18 23:06:29;REFRIGERATOR;ON
2022-10-18 23:13:53;PC;OFF
2022-10-18 23:13:53;use a personal computer;END
2022-10-18 23:20:29;REFRIGERATOR;OFF
2022-10-18 23:20:29;fridge operation;END
2022-10-19 00:27:18;fridge operation;START
2022-10-19 00:27:18;REFRIGERATOR;ON
2022-10-19 00:41:18;REFRIGERATOR;OFF
2022-10-19 00:41:18;fridge operation;END
2022-10-19 01:14:12;washing a load of laundry;START
2022-10-19 01:14:23;WASHINGMACHINE;ON
2022-10-19 01:37:51;fridge operation;START
2022-10-19 01:37:51;REFRIGERATOR;ON
2022-10-19 01:51:51;REFRIGERATOR;OFF
2022-10-19 01:51:51;fridge operation;END
2022-10-19 02:21:58;fridge operation;START
2022-10-19 02:21:58;REFRIGERATOR;ON
2022-10-19 02:35:58;REFRIGERATOR;OFF
2022-10-19 02:35:58;fridge operation;END
2022-10-19 03:20:13;fridge operation;START
2022-10-19 03:20:13;REFRIGERATOR;ON
2022-10-19 03:34:13;REFRIGERATOR;OFF
2022-10-19 03:34:13;fridge operation;END
2022-10-19 04:19:15;fridge operation;START
2022-10-19 04:19:15;REFRIGERATOR;ON
2022-10-19 04:24:50;WASHINGMACHINE;OFF
2022-10-19 04:24:50;washing a load of laundry;END
2022-10-19 04:33:15;REFRIGERATOR;OFF
2022-10-19 04:33:15;fridge operation;END
2022-10-19 05:08:51;fridge operation;START
2022-10-19 05:08:51;REFRIGERATOR;ON
2022-10-19 05:22:51;REFRIGERATOR;OFF
2022-10-19 05:22:51;fridge operation;END
2022-10-19 05:41:45;fridge operation;START
2022-10-19 05:41:45;REFRIGERATOR;ON
2022-10-19 05:55:45;REFRIGERATOR;OFF
2022-10-19 05:55:45;fridge operation;END
2022-10-19 06:17:56;fridge operation;START
2022-10-19 06:17:56;REFRIGERATOR;ON
2022-10-19 06:31:56;REFRIGERATOR;OFF
2022-10-19 06:31:56;fridge operation;END
2022-10-19 07:06:35;fridge operation;START
2022-10-19 07:06:35;REFRIGERATOR;ON
2022-10-19 07:20:35;REFRIGERATOR;OFF
2022-10-19 07:20:35;fridge operation;END
2022-10-19 07:36:19;fridge operation;START
2022-10-19 07:36:19;REFRIGERATOR;ON
2022-10-19 07:50:19;REFRIGERATOR;OFF
2022-10-19 07:50:19;fridge operation;END
2022-10-19 08:14:02;listen to a 74 minute audio CD;START
2022-10-19 08:14:02;AMPLIFIER;ON
2022-10-19 08:14:12;CDPLAYER;ON
2022-10-19 08:33:02;fridge operation;START
2022-10-19 08:33:02;REFRIGERATOR;ON
2022-10-19 08:47:02;REFRIGERATOR;OFF
2022-10-19 08:47:02;fridge operation;END
2022-10-19 09:28:11;AMPLIFIER;OFF
2022-10-19 09:28:11;CDPLAYER;OFF
2022-10-19 09:28:11;listen to a 74 minute audio CD;END
2022-10-19 09:28:37;preparing breakfast with coffee or tea and toast or eggs;START
2022-10-19 09:28:42;COFFEEMAKER;ON
2022-10-19 09:28:53;COOKINGSTOVE;ON
2022-10-19 09:34:35;COOKINGSTOVE;OFF
2022-10-19 09:42:22;COFFEEMAKER;OFF
2022-10-19 09:42:22;preparing breakfast with coffee or tea and toast or eggs;END
2022-10-19 09:43:06;fridge operation;START
2022-10-19 09:43:06;REFRIGERATOR;ON
2022-10-19 09:57:06;REFRIGERATOR;OFF
2022-10-19 09:57:06;fridge operation;END
2022-10-19 10:05:13;use a personal computer;START
2022-10-19 10:05:13;PC;ON
2022-10-19 10:36:38;PC;OFF
2022-10-19 10:36:38;use a personal computer;END
2022-10-19 11:30:08;fridge operation;START
2022-10-19 11:30:08;REFRIGERATOR;ON
2022-10-19 11:37:54;use a personal computer;START
2022-10-19 11:37:54;PC;ON
2022-10-19 11:44:08;REFRIGERATOR;OFF
2022-10-19 11:44:08;fridge operation;END
2022-10-19 12:09:19;PC;OFF
2022-10-19 12:09:19;use a personal computer;END
2022-10-19 12:24:27;fridge operation;START
2022-10-19 12:24:27;REFRIGERATOR;ON
2022-10-19 12:38:27;REFRIGERATOR;OFF
2022-10-19 12:38:27;fridge operation;END
2022-10-19 13:08:30;fridge operation;START
2022-10-19 13:08:30;REFRIGERATOR;ON
2022-10-19 13:22:30;REFRIGERATOR;OFF
2022-10-19 13:22:30;fridge operation;END
2022-10-19 13:46:46;microwaving food;START
2022-10-19 13:46:46;MICROWAVE;ON
2022-10-19 13:52:52;MICROWAVE;OFF
2022-10-19 13:52:52;microwaving food;END
2022-10-19 14:16:31;vacuuming;START
2022-10-19 14:16:31;VACUUMCLEANER;ON
2022-10-19 14:28:31;VACUUMCLEANER;OFF
2022-10-19 14:28:31;vacuuming;END
2022-10-19 14:31:13;fridge operation;START
2022-10-19 14:31:13;REFRIGERATOR;ON
2022-10-19 14:33:57;vacuuming;START
2022-10-19 14:33:57;VACUUMCLEANER;ON
