Time;Source;Event
2022-10-13 09:49:42;REFRIGERATOR;ON
2022-10-13 10:03:24;REFRIGERATOR;OFF
2022-10-13 10:03:24;fridge operation;END
2022-10-13 10:29:12;watching TV;START
2022-10-13 10:29:12;TV;ON
2022-10-13 10:42:08;fridge operation;START
2022-10-13 10:42:08;REFRIGERATOR;ON
2022-10-13 10:55:50;REFRIGERATOR;OFF
2022-10-13 10:55:50;fridge operation;END
2022-10-13 11:15:26;fridge operation;START
2022-10-13 11:15:26;REFRIGERATOR;ON
2022-10-13 11:29:08;REFRIGERATOR;OFF
2022-10-13 11:29:08;fridge operation;END
2022-10-13 12:01:32;TV;OFF
2022-10-13 12:01:33;TV;ON
2022-10-13 12:30:23;TV;OFF
2022-10-13 12:30:23;watching TV;END
2022-10-13 12:31:12;fridge operation;START
2022-10-13 12:31:12;REFRIGERATOR;ON
2022-10-13 12:44:54;REFRIGERATOR;OFF
2022-10-13 12:44:54;fridge operation;END
2022-10-13 13:08:08;microwaving food;START
2022-10-13 13:08:08;MICROWAVE;ON
2022-10-13 13:14:56;MICROWAVE;OFF
2022-10-13 13:14:56;microwaving food;END
2022-10-13 13:47:26;fridge operation;START
2022-10-13 13:47:26;REFRIGERATOR;ON
2022-10-13 14:01:08;REFRIGERATOR;OFF
2022-10-13 14:01:08;fridge operation;END
2022-10-13 14:17:56;vacuuming;START
2022-10-13 14:17:56;VACUUMCLEANER;ON
2022-10-13 14:26:33;fridge operation;START
2022-10-13 14:26:33;REFRIGERATOR;ON
2022-10-13 14:29:56;VACUUMCLEANER;OFF
2022-10-13 14:29:56;vacuuming;END
2022-10-13 14:40:15;REFRIGERATOR;OFF
2022-10-13 14:40:15;fridge operation;END
2022-10-13 14:56:52;fridge operation;START
2022-10-13 14:56:52;REFRIGERATOR;ON
2022-10-13 14:57:56;watching TV;START
2022-10-13 14:57:56;TV;ON
2022-10-13 15:10:34;REFRIGERATOR;OFF
2022-10-13 15:10:34;fridge operation;END
2022-10-13 15:36:50;fridge operation;START
2022-10-13 15:36:50;REFRIGERATOR;ON
2022-10-13 15:50:32;REFRIGERATOR;OFF
2022-10-13 15:50:32;fridge operation;END
2022-10-13 16:01:03;TV;OFF
2022-10-13 16:01:04;TV;ON
2022-10-13 16:24:13;TV;OFF
2022-10-13 16:24:13;watching TV;END
2022-10-13 16:24:14;watching TV;START
2022-10-13 16:24:14;TV;ON
2022-10-13 17:18:51;fridge operation;START
2022-10-13 17:18:51;REFRIGERATOR;ON
2022-10-13 17:32:33;REFRIGERATOR;OFF
2022-10-13 17:32:33;fridge operation;END
2022-10-13 18:09:24;fridge operation;START
2022-10-13 18:09:24;REFRIGERATOR;ON
2022-10-13 18:11:11;TV;OFF
2022-10-13 18:11:12;TV;ON
2022-10-13 18:23:06;REFRIGERATOR;OFF
2022-10-13 18:23:06;fridge operation;END
2022-10-13 18:30:24;TV;OFF
2022-10-13 18:30:24;watching TV;END
2022-10-13 18:43:40;vacuuming;START
2022-10-13 18:43:40;VACUUMCLEANER;ON
2022-10-13 18:45:57;fridge operation;START
2022-10-13 18:45:57;REFRIGERATOR;ON
2022-10-13 18:55:40;VACUUMCLEANER;OFF
2022-10-13 18:55:40;vacuuming;END
2022-10-13 18:59:39;REFRIGERATOR;OFF
2022-10-13 18:59:39;fridge operation;END
2022-10-13 19:17:47;watching TV;START
2022-10-13 19:17:47;TV;ON
2022-10-13 19:33:18;fridge operation;START
2022-10-13 19:33:18;REFRIGERATOR;ON
2022-10-13 19:47:00;REFRIGERATOR;OFF
2022-10-13 19:47:00;fridge operation;END
2022-10-13 20:06:59;TV;OFF
2022-10-13 20:07:00;TV;ON
2022-10-13 20:28:58;TV;OFF
2022-10-13 20:28:58;watching TV;END
2022-10-13 20:28:59;cooking a dinner;START
2022-10-13 20:28:59;KETTLE;ON
2022-10-13 20:31:24;KETTLE;OFF
2022-10-13 20:31:25;COOKINGSTOVE;ON
2022-10-13 20:42:01;fridge operation;START
2022-10-13 20:42:01;REFRIGERATOR;ON
2022-10-13 20:46:56;COOKINGSTOVE;OFF
2022-10-13 20:46:56;cooking a dinner;END
2022-10-13 20:55:43;REFRIGERATOR;OFF
2022-10-13 20:55:43;fridge operation;END
2022-10-13 21:25:40;fridge operation;START
2022-10-13 21:25:40;REFRIGERATOR;ON
2022-10-13 21:27:34;use a personal computer;START
2022-10-13 21:27:34;PC;ON
2022-10-13 21:39:22;REFRIGERATOR;OFF
2022-10-13 21:39:22;fridge operation;END
2022-10-13 21:58:59;PC;OFF
2022-10-13 21:58:59;use a personal computer;END
2022-10-13 22:13:15;watching TV;START
2022-10-13 22:13:15;TV;ON
2022-10-13 22:38:33;fridge operation;START
2022-10-13 22:38:33;REFRIGERATOR;ON
2022-10-13 22:52:15;REFRIGERATOR;OFF
2022-10-13 22:52:15;fridge operation;END
2022-10-13 23:29:16;TV;OFF
2022-10-13 23:29:17;TV;ON
2022-10-13 23:45:08;TV;OFF
2022-10-13 23:45:08;watching TV;END
