Time;Source;Event
2022-10-13 08:31:34;preparing breakfast with coffee or tea and toast or eggs;END
2022-10-13 08:32:17;COOKINGSTOVE;OFF
2022-10-13 08:36:29;COFFEEMAKER;OFF
2022-10-13 08:36:29;preparing breakfast with coffee or tea and toast or eggs;END
2022-10-13 09:06:48;fridge operation;START
2022-10-13 09:06:48;REFRIGERATOR;ON
2022-10-13 09:20:30;REFRIGERATOR;OFF
2022-10-13 09:20:30;fridge operation;END
2022-10-13 09:35:40;use a personal computer;START
2022-10-13 09:35:40;PC;ON
2022-10-13 09:40:53;vacuuming;START
2022-10-13 09:40:53;VACUUMCLEANER;ON
2022-10-13 09:49:34;fridge operation;START
2022-10-13 09:49:34;REFRIGERATOR;ON
2022-10-13 09:52:53;VACUUMCLEANER;OFF
2022-10-13 09:52:53;vacuuming;END
2022-10-13 10:03:16;REFRIGERATOR;OFF
2022-10-13 10:03:16;fridge operation;END
2022-10-13 10:09:44;watching TV;START
2022-10-13 10:09:44;TV;ON
2022-10-13 10:46:54;fridge operation;START
2022-10-13 10:46:54;REFRIGERATOR;ON
2022-10-13 10:50:59;PC;OFF
2022-10-13 10:50:59;use a personal computer;END
2022-10-13 11:00:36;REFRIGERATOR;OFF
2022-10-13 11:00:36;fridge operation;END
2022-10-13 11:00:52;TV;OFF
2022-10-13 11:00:52;watching TV;END
2022-10-13 11:10:25;vacuuming;START
2022-10-13 11:10:25;VACUUMCLEANER;ON
2022-10-13 11:22:25;VACUUMCLEANER;OFF
2022-10-13 11:22:25;vacuuming;END
2022-10-13 11:35:56;washing a load of laundry;START
2022-10-13 11:36:04;WASHINGMACHINE;ON
2022-10-13 11:51:54;watching TV;START
2022-10-13 11:51:54;TV;ON
2022-10-13 12:02:39;use a personal computer;START
2022-10-13 12:02:39;PC;ON
2022-10-13 12:09:31;fridge operation;START
2022-10-13 12:09:31;REFRIGERATOR;ON
2022-10-13 12:23:13;REFRIGERATOR;OFF
2022-10-13 12:23:13;fridge operation;END
2022-10-13 12:33:38;TV;OFF
2022-10-13 12:33:39;TV;ON
2022-10-13 12:51:57;TV;OFF
2022-10-13 12:51:57;watching TV;END
2022-10-13 13:07:13;fridge operation;START
2022-10-13 13:07:13;REFRIGERATOR;ON
2022-10-13 13:17:58;PC;OFF
2022-10-13 13:17:58;use a personal computer;END
2022-10-13 13:17:59;microwaving food;START
2022-10-13 13:17:59;MICROWAVE;ON
2022-10-13 13:18:08;microwaving food;START
2022-10-13 13:18:08;MICROWAVE;ON
2022-10-13 13:20:54;MICROWAVE;OFF
2022-10-13 13:20:54;microwaving food;END
2022-10-13 13:20:55;REFRIGERATOR;OFF
2022-10-13 13:20:55;fridge operation;END
2022-10-13 13:22:43;MICROWAVE;OFF
2022-10-13 13:22:43;microwaving food;END
2022-10-13 13:22:45;use a personal computer;START
2022-10-13 13:22:45;PC;ON
2022-10-13 13:25:42;microwaving food;START
2022-10-13 13:25:42;MICROWAVE;ON
2022-10-13 13:28:37;MICROWAVE;OFF
2022-10-13 13:28:37;microwaving food;END
2022-10-13 13:28:38;watching TV;START
2022-10-13 13:28:38;TV;ON
2022-10-13 14:22:33;fridge operation;START
2022-10-13 14:22:33;REFRIGERATOR;ON
2022-10-13 14:36:15;REFRIGERATOR;OFF
2022-10-13 14:36:15;fridge operation;END
2022-10-13 14:36:17;TV;OFF
2022-10-13 14:36:18;TV;ON
2022-10-13 14:38:04;PC;OFF
2022-10-13 14:38:04;use a personal computer;END
2022-10-13 14:38:09;use a personal computer;START
2022-10-13 14:38:09;PC;ON
2022-10-13 14:46:31;WASHINGMACHINE;OFF
2022-10-13 14:46:31;washing a load of laundry;END
2022-10-13 15:03:25;TV;OFF
2022-10-13 15:03:25;watching TV;END
2022-10-13 15:04:53;fridge operation;START
2022-10-13 15:04:53;REFRIGERATOR;ON
2022-10-13 15:18:35;REFRIGERATOR;OFF
2022-10-13 15:18:35;fridge operation;END
2022-10-13 15:30:34;watching TV;START
2022-10-13 15:30:34;TV;ON
2022-10-13 15:53:28;PC;OFF
2022-10-13 15:53:28;use a personal computer;END
2022-10-13 16:12:18;fridge operation;START
2022-10-13 16:12:18;REFRIGERATOR;ON
2022-10-13 16:26:00;REFRIGERATOR;OFF
2022-10-13 16:26:00;fridge operation;END
2022-10-13 16:43:04;TV;OFF
2022-10-13 16:43:05;TV;ON
2022-10-13 17:03:22;dishwasher operation;START
2022-10-13 17:03:32;DISHWASHER;ON
2022-10-13 17:04:07;listen to a 74 minute audio CD;START
2022-10-13 17:04:07;AMPLIFIER;ON
2022-10-13 17:04:17;CDPLAYER;ON
2022-10-13 17:10:41;TV;OFF
2022-10-13 17:10:41;watching TV;END
2022-10-13 17:32:15;fridge operation;START
2022-10-13 17:32:15;REFRIGERATOR;ON
2022-10-13 17:43:32;watching TV;START
2022-10-13 17:43:32;TV;ON
2022-10-13 17:45:57;REFRIGERATOR;OFF
2022-10-13 17:45:57;fridge operation;END
2022-10-13 18:10:48;DISHWASHER;OFF
2022-10-13 18:10:48;dishwasher operation;END
2022-10-13 18:18:16;AMPLIFIER;OFF
2022-10-13 18:18:16;CDPLAYER;OFF
2022-10-13 18:18:16;listen to a 74 minute audio CD;END
2022-10-13 18:28:16;TV;OFF
2022-10-13 18:28:17;TV;ON
2022-10-13 18:53:53;TV;OFF
2022-10-13 18:53:53;watching TV;END
2022-10-13 19:00:04;cooking a dinner;START
2022-10-13 19:00:04;KETTLE;ON
2022-10-13 19:02:07;KETTLE;OFF
2022-10-13 19:02:08;COOKINGSTOVE;ON
2022-10-13 19:04:03;fridge operation;START
2022-10-13 19:04:03;REFRIGERATOR;ON
2022-10-13 19:08:41;cooking a dinner;START
2022-10-13 19:08:41;KETTLE;ON
2022-10-13 19:10:44;KETTLE;OFF
2022-10-13 19:10:45;COOKINGSTOVE;ON
2022-10-13 19:17:45;REFRIGERATOR;OFF
2022-10-13 19:17:45;fridge operation;END
2022-10-13 19:29:53;COOKINGSTOVE;OFF
2022-10-13 19:29:54;MICROWAVE;ON
2022-10-13 19:36:33;MICROWAVE;OFF
2022-10-13 19:36:33;cooking a dinner;END
2022-10-13 19:38:39;COOKINGSTOVE;OFF
2022-10-13 19:38:40;MICROWAVE;ON
2022-10-13 19:41:41;use a personal computer;START
2022-10-13 19:41:41;PC;ON
2022-10-13 19:45:19;MICROWAVE;OFF
2022-10-13 19:45:19;cooking a dinner;END
2022-10-13 20:14:15;fridge operation;START
2022-10-13 20:14:15;REFRIGERATOR;ON
2022-10-13 20:27:57;REFRIGERATOR;OFF
2022-10-13 20:27:57;fridge operation;END
2022-10-13 20:31:49;use a personal computer;START
2022-10-13 20:31:49;PC;ON
2022-10-13 20:57:00;PC;OFF
2022-10-13 20:57:00;use a personal computer;END
2022-10-13 21:11:21;fridge operation;START
2022-10-13 21:11:21;REFRIGERATOR;ON
2022-10-13 21:25:03;REFRIGERATOR;OFF
2022-10-13 21:25:03;fridge operation;END
2022-10-13 21:47:08;PC;OFF
2022-10-13 21:47:08;use a personal computer;END
2022-10-13 21:47:09;use a personal computer;START
2022-10-13 21:47:09;PC;ON
2022-10-13 22:23:28;fridge operation;START
2022-10-13 22:23:28;REFRIGERATOR;ON
2022-10-13 22:37:10;REFRIGERATOR;OFF
2022-10-13 22:37:10;fridge operation;END
2022-10-13 23:02:28;PC;OFF
2022-10-13 23:02:28;use a personal computer;END
2022-10-13 23:11:03;fridge operation;START
2022-10-13 23:11:03;REFRIGERATOR;ON
2022-10-13 23:24:45;REFRIGERATOR;OFF
2022-10-13 23:24:45;fridge operation;END
