Time;Source;Event
2022-10-13 19:39:17;fridge operation;START
2022-10-13 19:39:17;REFRIGERATOR;ON
2022-10-13 19:53:17;REFRIGERATOR;OFF
2022-10-13 19:53:17;fridge operation;END
2022-10-13 20:25:14;PC;OFF
2022-10-13 20:25:14;use a personal computer;END
2022-10-13 20:33:47;fridge operation;START
2022-10-13 20:33:47;REFRIGERATOR;ON
2022-10-13 20:40:08;use a personal computer;START
2022-10-13 20:40:08;PC;ON
2022-10-13 20:47:47;REFRIGERATOR;OFF
2022-10-13 20:47:47;fridge operation;END
2022-10-13 21:52:18;fridge operation;START
2022-10-13 21:52:18;REFRIGERATOR;ON
2022-10-13 21:55:27;PC;OFF
2022-10-13 21:55:27;use a personal computer;END
2022-10-13 22:01:01;use a personal computer;START
2022-10-13 22:01:01;PC;ON
2022-10-13 22:06:18;REFRIGERATOR;OFF
2022-10-13 22:06:18;fridge operation;END
2022-10-13 22:54:59;fridge operation;START
2022-10-13 22:54:59;REFRIGERATOR;ON
2022-10-13 23:08:59;REFRIGERATOR;OFF
2022-10-13 23:08:59;fridge operation;END
2022-10-13 23:16:20;PC;OFF
2022-10-13 23:16:20;use a personal computer;END
