Time;Source;Event
2022-10-13 10:41:25;REFRIGERATOR;ON
2022-10-13 10:55:07;REFRIGERATOR;OFF
2022-10-13 10:55:07;fridge operation;END
2022-10-13 11:18:00;fridge operation;START
2022-10-13 11:18:00;REFRIGERATOR;ON
2022-10-13 11:31:42;REFRIGERATOR;OFF
2022-10-13 11:31:42;fridge operation;END
2022-10-13 11:32:36;watching TV;START
2022-10-13 11:32:36;TV;ON
2022-10-13 12:14:23;TV;OFF
2022-10-13 12:14:24;TV;ON
2022-10-13 12:15:52;fridge operation;START
2022-10-13 12:15:52;REFRIGERATOR;ON
2022-10-13 12:29:34;REFRIGERATOR;OFF
2022-10-13 12:29:34;fridge operation;END
2022-10-13 12:38:18;WASHINGMACHINE;OFF
2022-10-13 12:38:18;washing a load of laundry;END
2022-10-13 12:44:16;TV;OFF
2022-10-13 12:44:17;TV;ON
2022-10-13 13:04:27;microwaving food;START
2022-10-13 13:04:27;MICROWAVE;ON
2022-10-13 13:08:36;MICROWAVE;OFF
2022-10-13 13:08:36;microwaving food;END
2022-10-13 13:10:42;TV;OFF
2022-10-13 13:10:42;watching TV;END
2022-10-13 13:11:08;watching TV;START
2022-10-13 13:11:08;TV;ON
2022-10-13 13:12:36;microwaving food;START
2022-10-13 13:12:36;MICROWAVE;ON
2022-10-13 13:18:59;MICROWAVE;OFF
2022-10-13 13:18:59;microwaving food;END
2022-10-13 13:19:02;fridge operation;START
2022-10-13 13:19:02;REFRIGERATOR;ON
2022-10-13 13:27:03;vacuuming;START
2022-10-13 13:27:03;VACUUMCLEANER;ON
2022-10-13 13:32:44;REFRIGERATOR;OFF
2022-10-13 13:32:44;fridge operation;END
2022-10-13 13:39:03;VACUUMCLEANER;OFF
2022-10-13 13:39:03;vacuuming;END
2022-10-13 13:47:49;vacuuming;START
2022-10-13 13:47:49;VACUUMCLEANER;ON
2022-10-13 13:59:49;VACUUMCLEANER;OFF
2022-10-13 13:59:49;vacuuming;END
2022-10-13 14:03:17;fridge operation;START
2022-10-13 14:03:17;REFRIGERATOR;ON
2022-10-13 14:03:59;watching TV;START
2022-10-13 14:03:59;TV;ON
2022-10-13 14:04:06;TV;OFF
2022-10-13 14:04:07;TV;ON
2022-10-13 14:16:59;REFRIGERATOR;OFF
2022-10-13 14:16:59;fridge operation;END
2022-10-13 14:22:29;TV;OFF
2022-10-13 14:22:29;watching TV;END
2022-10-13 15:34:55;TV;OFF
2022-10-13 15:34:56;TV;ON
2022-10-13 15:49:16;fridge operation;START
2022-10-13 15:49:16;REFRIGERATOR;ON
2022-10-13 15:52:34;TV;OFF
2022-10-13 15:52:34;watching TV;END
2022-10-13 16:02:58;REFRIGERATOR;OFF
2022-10-13 16:02:58;fridge operation;END
2022-10-13 16:04:19;listen to a 74 minute audio CD;START
2022-10-13 16:04:19;AMPLIFIER;ON
2022-10-13 16:04:24;CDPLAYER;ON
2022-10-13 16:34:12;watching TV;START
2022-10-13 16:34:12;TV;ON
2022-10-13 16:56:59;fridge operation;START
2022-10-13 16:56:59;REFRIGERATOR;ON
2022-10-13 17:10:41;REFRIGERATOR;OFF
2022-10-13 17:10:41;fridge operation;END
2022-10-13 17:18:23;CDPLAYER;OFF
2022-10-13 17:18:28;AMPLIFIER;OFF
2022-10-13 17:18:28;listen to a 74 minute audio CD;END
2022-10-13 18:04:51;TV;OFF
2022-10-13 18:04:52;TV;ON
2022-10-13 18:05:58;fridge operation;START
2022-10-13 18:05:58;REFRIGERATOR;ON
2022-10-13 18:19:40;REFRIGERATOR;OFF
2022-10-13 18:19:40;fridge operation;END
2022-10-13 18:32:43;TV;OFF
2022-10-13 18:32:43;watching TV;END
2022-10-13 18:49:55;use a personal computer;START
2022-10-13 18:49:55;PC;ON
2022-10-13 18:51:37;use a personal computer;START
2022-10-13 18:51:37;PC;ON
2022-10-13 18:57:30;fridge operation;START
2022-10-13 18:57:30;REFRIGERATOR;ON
2022-10-13 19:11:12;REFRIGERATOR;OFF
2022-10-13 19:11:12;fridge operation;END
2022-10-13 19:21:20;PC;OFF
2022-10-13 19:21:20;use a personal computer;END
2022-10-13 19:23:02;PC;OFF
2022-10-13 19:23:02;use a personal computer;END
2022-10-13 19:25:05;use a personal computer;START
2022-10-13 19:25:05;PC;ON
2022-10-13 19:27:32;watching TV;START
2022-10-13 19:27:32;TV;ON
2022-10-13 19:40:08;fridge operation;START
2022-10-13 19:40:08;REFRIGERATOR;ON
2022-10-13 19:53:50;REFRIGERATOR;OFF
2022-10-13 19:53:50;fridge operation;END
2022-10-13 19:56:30;PC;OFF
2022-10-13 19:56:30;use a personal computer;END
2022-10-13 20:34:06;TV;OFF
2022-10-13 20:34:07;TV;ON
2022-10-13 20:43:25;fridge operation;START
2022-10-13 20:43:25;REFRIGERATOR;ON
2022-10-13 20:57:07;REFRIGERATOR;OFF
2022-10-13 20:57:07;fridge operation;END
2022-10-13 21:03:08;TV;OFF
2022-10-13 21:03:08;watching TV;END
2022-10-13 21:13:34;cooking a dinner;START
2022-10-13 21:13:34;KETTLE;ON
2022-10-13 21:15:59;KETTLE;OFF
2022-10-13 21:16:00;COOKINGSTOVE;ON
2022-10-13 21:44:45;COOKINGSTOVE;OFF
2022-10-13 21:44:46;MICROWAVE;ON
2022-10-13 21:51:25;MICROWAVE;OFF
2022-10-13 21:51:25;cooking a dinner;END
2022-10-13 21:51:27;fridge operation;START
2022-10-13 21:51:27;REFRIGERATOR;ON
2022-10-13 22:05:09;REFRIGERATOR;OFF
2022-10-13 22:05:09;fridge operation;END
2022-10-13 22:33:43;fridge operation;START
2022-10-13 22:33:43;REFRIGERATOR;ON
2022-10-13 22:47:25;REFRIGERATOR;OFF
2022-10-13 22:47:25;fridge operation;END
2022-10-13 23:05:01;fridge operation;START
2022-10-13 23:05:01;REFRIGERATOR;ON
2022-10-13 23:18:43;REFRIGERATOR;OFF
2022-10-13 23:18:43;fridge operation;END
