Time;Source;Event
2022-10-16 13:07:18;REFRIGERATOR;ON
2022-10-16 13:12:16;microwaving food;START
2022-10-16 13:12:16;MICROWAVE;ON
2022-10-16 13:14:16;MICROWAVE;OFF
2022-10-16 13:14:16;microwaving food;END
2022-10-16 13:17:25;microwaving food;START
2022-10-16 13:17:25;MICROWAVE;ON
2022-10-16 13:21:18;REFRIGERATOR;OFF
2022-10-16 13:21:18;fridge operation;END
2022-10-16 13:24:26;MICROWAVE;OFF
2022-10-16 13:24:26;microwaving food;END
2022-10-16 13:46:55;fridge operation;START
2022-10-16 13:46:55;REFRIGERATOR;ON
2022-10-16 13:48:45;vacuuming;START
2022-10-16 13:48:45;VACUUMCLEANER;ON
2022-10-16 14:00:45;VACUUMCLEANER;OFF
2022-10-16 14:00:45;vacuuming;END
2022-10-16 14:00:55;REFRIGERATOR;OFF
2022-10-16 14:00:55;fridge operation;END
2022-10-16 14:08:59;use a personal computer;START
2022-10-16 14:08:59;PC;ON
2022-10-16 14:21:15;vacuuming;START
2022-10-16 14:21:15;VACUUMCLEANER;ON
2022-10-16 14:33:15;VACUUMCLEANER;OFF
2022-10-16 14:33:15;vacuuming;END
2022-10-16 14:42:06;fridge operation;START
2022-10-16 14:42:06;REFRIGERATOR;ON
2022-10-16 14:56:06;REFRIGERATOR;OFF
2022-10-16 14:56:06;fridge operation;END
2022-10-16 15:24:18;PC;OFF
2022-10-16 15:24:18;use a personal computer;END
2022-10-16 15:24:19;watching TV;START
2022-10-16 15:24:19;TV;ON
2022-10-16 15:36:40;fridge operation;START
2022-10-16 15:36:40;REFRIGERATOR;ON
2022-10-16 15:50:40;REFRIGERATOR;OFF
2022-10-16 15:50:40;fridge operation;END
2022-10-16 16:36:15;listen to a 74 minute audio CD;START
2022-10-16 16:36:15;AMPLIFIER;ON
2022-10-16 16:36:22;CDPLAYER;ON
2022-10-16 17:06:50;fridge operation;START
2022-10-16 17:06:50;REFRIGERATOR;ON
2022-10-16 17:20:50;REFRIGERATOR;OFF
2022-10-16 17:20:50;fridge operation;END
2022-10-16 17:24:16;TV;OFF
2022-10-16 17:24:17;TV;ON
2022-10-16 17:45:25;fridge operation;START
2022-10-16 17:45:25;REFRIGERATOR;ON
2022-10-16 17:50:21;CDPLAYER;OFF
2022-10-16 17:50:24;AMPLIFIER;OFF
2022-10-16 17:50:24;listen to a 74 minute audio CD;END
2022-10-16 17:50:52;TV;OFF
2022-10-16 17:50:52;watching TV;END
2022-10-16 17:51:25;use a personal computer;START
2022-10-16 17:51:25;PC;ON
2022-10-16 17:59:25;REFRIGERATOR;OFF
2022-10-16 17:59:25;fridge operation;END
2022-10-16 18:37:37;fridge operation;START
2022-10-16 18:37:37;REFRIGERATOR;ON
2022-10-16 18:51:37;REFRIGERATOR;OFF
2022-10-16 18:51:37;fridge operation;END
2022-10-16 19:06:44;PC;OFF
2022-10-16 19:06:44;use a personal computer;END
2022-10-16 20:01:30;fridge operation;START
2022-10-16 20:01:30;REFRIGERATOR;ON
2022-10-16 20:15:30;REFRIGERATOR;OFF
2022-10-16 20:15:30;fridge operation;END
2022-10-16 21:00:01;cooking a dinner;START
2022-10-16 21:00:01;KETTLE;ON
2022-10-16 21:01:49;KETTLE;OFF
2022-10-16 21:01:50;COOKINGSTOVE;ON
2022-10-16 21:11:01;fridge operation;START
2022-10-16 21:11:01;REFRIGERATOR;ON
2022-10-16 21:11:05;cooking a dinner;START
2022-10-16 21:11:05;KETTLE;ON
2022-10-16 21:12:53;KETTLE;OFF
2022-10-16 21:12:54;COOKINGSTOVE;ON
2022-10-16 21:25:01;REFRIGERATOR;OFF
2022-10-16 21:25:01;fridge operation;END
2022-10-16 21:33:47;COOKINGSTOVE;OFF
2022-10-16 21:33:48;MICROWAVE;ON
2022-10-16 21:35:51;MICROWAVE;OFF
2022-10-16 21:35:51;cooking a dinner;END
2022-10-16 22:01:07;COOKINGSTOVE;OFF
2022-10-16 22:01:08;MICROWAVE;ON
2022-10-16 22:03:11;MICROWAVE;OFF
2022-10-16 22:03:11;cooking a dinner;END
2022-10-16 22:23:25;fridge operation;START
2022-10-16 22:23:25;REFRIGERATOR;ON
2022-10-16 22:37:25;REFRIGERATOR;OFF
2022-10-16 22:37:25;fridge operation;END
2022-10-16 23:14:03;fridge operation;START
2022-10-16 23:14:03;REFRIGERATOR;ON
2022-10-16 23:28:03;REFRIGERATOR;OFF
2022-10-16 23:28:03;fridge operation;END
2022-10-17 00:32:20;fridge operation;START
2022-10-17 00:32:20;REFRIGERATOR;ON
2022-10-17 00:46:20;REFRIGERATOR;OFF
2022-10-17 00:46:20;fridge operation;END
2022-10-17 01:28:45;fridge operation;START
2022-10-17 01:28:45;REFRIGERATOR;ON
2022-10-17 01:42:45;REFRIGERATOR;OFF
2022-10-17 01:42:45;fridge operation;END
2022-10-17 02:31:50;fridge operation;START
2022-10-17 02:31:50;REFRIGERATOR;ON
2022-10-17 02:36:08;washing a load of laundry;START
2022-10-17 02:36:21;WASHINGMACHINE;ON
2022-10-17 02:45:50;REFRIGERATOR;OFF
2022-10-17 02:45:50;fridge operation;END
2022-10-17 03:01:10;fridge operation;START
2022-10-17 03:01:10;REFRIGERATOR;ON
2022-10-17 03:15:10;REFRIGERATOR;OFF
2022-10-17 03:15:10;fridge operation;END
2022-10-17 03:49:03;fridge operation;START
2022-10-17 03:49:03;REFRIGERATOR;ON
2022-10-17 04:03:03;REFRIGERATOR;OFF
2022-10-17 04:03:03;fridge operation;END
2022-10-17 05:13:39;fridge operation;START
2022-10-17 05:13:39;REFRIGERATOR;ON
2022-10-17 05:27:39;REFRIGERATOR;OFF
2022-10-17 05:27:39;fridge operation;END
2022-10-17 05:46:48;WASHINGMACHINE;OFF
2022-10-17 05:46:48;washing a load of laundry;END
2022-10-17 06:20:40;fridge operation;START
2022-10-17 06:20:40;REFRIGERATOR;ON
2022-10-17 06:34:40;REFRIGERATOR;OFF
2022-10-17 06:34:40;fridge operation;END
2022-10-17 06:51:00;preparing breakfast with coffee or tea and toast or eggs;START
2022-10-17 06:51:05;COFFEEMAKER;ON
2022-10-17 06:51:15;BREADCUTTER;ON
2022-10-17 06:51:20;BREADCUTTER;OFF
2022-10-17 06:51:21;BREADCUTTER;ON
2022-10-17 06:51:26;BREADCUTTER;OFF
2022-10-17 06:51:27;TOASTER;ON
2022-10-17 06:53:23;TOASTER;OFF
2022-10-17 07:04:45;COFFEEMAKER;OFF
2022-10-17 07:04:45;preparing breakfast with coffee or tea and toast or eggs;END
2022-10-17 07:17:25;fridge operation;START
2022-10-17 07:17:25;REFRIGERATOR;ON
2022-10-17 07:31:25;REFRIGERATOR;OFF
2022-10-17 07:31:25;fridge operation;END
2022-10-17 08:21:24;fridge operation;START
2022-10-17 08:21:24;REFRIGERATOR;ON
2022-10-17 08:35:24;REFRIGERATOR;OFF
2022-10-17 08:35:24;fridge operation;END
2022-10-17 09:33:48;fridge operation;START
2022-10-17 09:33:48;REFRIGERATOR;ON
2022-10-17 09:47:48;REFRIGERATOR;OFF
2022-10-17 09:47:48;fridge operation;END
2022-10-17 10:39:59;fridge operation;START
2022-10-17 10:39:59;REFRIGERATOR;ON
2022-10-17 10:53:59;REFRIGERATOR;OFF
2022-10-17 10:53:59;fridge operation;END
2022-10-17 11:04:34;vacuuming;START
2022-10-17 11:04:34;VACUUMCLEANER;ON
2022-10-17 11:11:17;use a personal computer;START
2022-10-17 11:11:17;PC;ON
2022-10-17 11:16:34;VACUUMCLEANER;OFF
2022-10-17 11:16:34;vacuuming;END
2022-10-17 11:36:12;fridge operation;START
2022-10-17 11:36:12;REFRIGERATOR;ON
2022-10-17 11:50:12;REFRIGERATOR;OFF
2022-10-17 11:50:12;fridge operation;END
2022-10-17 12:26:36;PC;OFF
2022-10-17 12:26:36;use a personal computer;END
2022-10-17 12:40:40;fridge operation;START
2022-10-17 12:40:40;REFRIGERATOR;ON
2022-10-17 12:54:40;REFRIGERATOR;OFF
2022-10-17 12:54:40;fridge operation;END
2022-10-17 13:18:36;microwaving food;START
2022-10-17 13:18:36;MICROWAVE;ON
2022-10-17 13:21:05;MICROWAVE;OFF
2022-10-17 13:21:05;microwaving food;END
2022-10-17 13:22:48;fridge operation;START
2022-10-17 13:22:48;REFRIGERATOR;ON
2022-10-17 13:36:48;REFRIGERATOR;OFF
2022-10-17 13:36:48;fridge operation;END
2022-10-17 13:59:40;microwaving food;START
2022-10-17 13:59:40;MICROWAVE;ON
2022-10-17 14:04:59;MICROWAVE;OFF
2022-10-17 14:04:59;microwaving food;END
2022-10-17 14:10:06;fridge operation;START
2022-10-17 14:10:06;REFRIGERATOR;ON
2022-10-17 14:21:23;vacuuming;START
2022-10-17 14:21:23;VACUUMCLEANER;ON
2022-10-17 14:24:06;REFRIGERATOR;OFF
2022-10-17 14:24:06;fridge operation;END
2022-10-17 14:33:23;VACUUMCLEANER;OFF
2022-10-17 14:33:23;vacuuming;END
2022-10-17 14:42:04;washing a load of laundry;START
2022-10-17 14:42:10;DRYER;ON
2022-10-17 15:14:55;use a personal computer;START
2022-10-17 15:14:55;PC;ON
2022-10-17 15:27:37;fridge operation;START
2022-10-17 15:27:37;REFRIGERATOR;ON
2022-10-17 15:41:37;REFRIGERATOR;OFF
2022-10-17 15:41:37;fridge operation;END
2022-10-17 15:59:03;fridge operation;START
2022-10-17 15:59:03;REFRIGERATOR;ON
2022-10-17 16:12:48;listen to a 74 minute audio CD;START
2022-10-17 16:12:48;AMPLIFIER;ON
2022-10-17 16:12:58;CDPLAYER;ON
2022-10-17 16:13:03;REFRIGERATOR;OFF
2022-10-17 16:13:03;fridge operation;END
2022-10-17 16:30:14;PC;OFF
2022-10-17 16:30:14;use a personal computer;END
2022-10-17 16:41:47;watching TV;START
2022-10-17 16:41:47;TV;ON
2022-10-17 16:57:17;fridge operation;START
2022-10-17 16:57:17;REFRIGERATOR;ON
2022-10-17 17:11:17;REFRIGERATOR;OFF
2022-10-17 17:11:17;fridge operation;END
2022-10-17 17:26:57;AMPLIFIER;OFF
2022-10-17 17:26:57;CDPLAYER;OFF
2022-10-17 17:26:57;listen to a 74 minute audio CD;END
2022-10-17 18:00:33;TV;OFF
2022-10-17 18:00:34;TV;ON
2022-10-17 18:10:40;fridge operation;START
2022-10-17 18:10:40;REFRIGERATOR;ON
2022-10-17 18:11:50;DRYER;OFF
2022-10-17 18:11:50;washing a load of laundry;END
2022-10-17 18:24:33;TV;OFF
2022-10-17 18:24:34;TV;ON
2022-10-17 18:24:40;REFRIGERATOR;OFF
2022-10-17 18:24:40;fridge operation;END
2022-10-17 18:51:26;TV;OFF
2022-10-17 18:51:26;watching TV;END
2022-10-17 18:56:03;fridge operation;START
2022-10-17 18:56:03;REFRIGERATOR;ON
2022-10-17 19:10:03;REFRIGERATOR;OFF
2022-10-17 19:10:03;fridge operation;END
2022-10-17 19:54:20;use a personal computer;START
2022-10-17 19:54:20;PC;ON
2022-10-17 20:20:52;fridge operation;START
2022-10-17 20:20:52;REFRIGERATOR;ON
2022-10-17 20:34:52;REFRIGERATOR;OFF
2022-10-17 20:34:52;fridge operation;END
2022-10-17 21:09:39;PC;OFF
2022-10-17 21:09:39;use a personal computer;END
2022-10-17 21:10:28;cooking a dinner;START
2022-10-17 21:10:28;KETTLE;ON
2022-10-17 21:10:55;fridge operation;START
2022-10-17 21:10:55;REFRIGERATOR;ON
2022-10-17 21:12:16;KETTLE;OFF
2022-10-17 21:12:17;COOKINGSTOVE;ON
2022-10-17 21:22:24;cooking a dinner;START
2022-10-17 21:22:24;KETTLE;ON
2022-10-17 21:24:12;KETTLE;OFF
2022-10-17 21:24:13;COOKINGSTOVE;ON
2022-10-17 21:24:55;REFRIGERATOR;OFF
2022-10-17 21:24:55;fridge operation;END
2022-10-17 21:52:58;COOKINGSTOVE;OFF
2022-10-17 21:52:58;cooking a dinner;END
2022-10-17 22:14:44;COOKINGSTOVE;OFF
2022-10-17 22:14:44;cooking a dinner;END
2022-10-17 22:40:11;fridge operation;START
2022-10-17 22:40:11;REFRIGERATOR;ON
2022-10-17 22:54:11;REFRIGERATOR;OFF
2022-10-17 22:54:11;fridge operation;END
2022-10-18 00:09:07;fridge operation;START
2022-10-18 00:09:07;REFRIGERATOR;ON
2022-10-18 00:23:07;REFRIGERATOR;OFF
2022-10-18 00:23:07;fridge operation;END
2022-10-18 01:10:39;fridge operation;START
2022-10-18 01:10:39;REFRIGERATOR;ON
2022-10-18 01:24:39;REFRIGERATOR;OFF
2022-10-18 01:24:39;fridge operation;END
2022-10-18 01:43:03;fridge operation;START
2022-10-18 01:43:03;REFRIGERATOR;ON
2022-10-18 01:57:03;REFRIGERATOR;OFF
2022-10-18 01:57:03;fridge operation;END
2022-10-18 03:01:12;fridge operation;START
2022-10-18 03:01:12;REFRIGERATOR;ON
2022-10-18 03:15:12;REFRIGERATOR;OFF
2022-10-18 03:15:12;fridge operation;END
2022-10-18 03:57:15;washing a load of laundry;START
2022-10-18 03:57:27;WASHINGMACHINE;ON
2022-10-18 03:59:40;fridge operation;START
2022-10-18 03:59:40;REFRIGERATOR;ON
2022-10-18 03:59:49;washing a load of laundry;START
2022-10-18 04:00:00;DRYER;ON
2022-10-18 04:13:40;REFRIGERATOR;OFF
2022-10-18 04:13:40;fridge operation;END
2022-10-18 05:01:37;fridge operation;START
2022-10-18 05:01:37;REFRIGERATOR;ON
2022-10-18 05:15:37;REFRIGERATOR;OFF
2022-10-18 05:15:37;fridge operation;END
2022-10-18 05:45:59;fridge operation;START
2022-10-18 05:45:59;REFRIGERATOR;ON
2022-10-18 05:59:59;REFRIGERATOR;OFF
2022-10-18 05:59:59;fridge operation;END
2022-10-18 06:51:15;preparing breakfast with coffee or tea and toast or eggs;START
2022-10-18 06:51:20;COFFEEMAKER;ON
2022-10-18 06:51:35;BREADCUTTER;ON
2022-10-18 06:51:40;BREADCUTTER;OFF
2022-10-18 06:51:41;TOASTER;ON
2022-10-18 06:53:37;TOASTER;OFF
2022-10-18 07:05:00;COFFEEMAKER;OFF
2022-10-18 07:05:00;preparing breakfast with coffee or tea and toast or eggs;END
2022-10-18 07:07:54;WASHINGMACHINE;OFF
2022-10-18 07:07:54;washing a load of laundry;END
2022-10-18 07:08:26;fridge operation;START
2022-10-18 07:08:26;REFRIGERATOR;ON
2022-10-18 07:22:26;REFRIGERATOR;OFF
2022-10-18 07:22:26;fridge operation;END
2022-10-18 07:29:40;DRYER;OFF
2022-10-18 07:29:40;washing a load of laundry;END
2022-10-18 08:39:38;fridge operation;START
2022-10-18 08:39:38;REFRIGERATOR;ON
2022-10-18 08:53:38;REFRIGERATOR;OFF
2022-10-18 08:53:38;fridge operation;END
2022-10-18 09:41:38;fridge operation;START
2022-10-18 09:41:38;REFRIGERATOR;ON
2022-10-18 09:55:38;REFRIGERATOR;OFF
2022-10-18 09:55:38;fridge operation;END
2022-10-18 10:03:05;use a personal computer;START
2022-10-18 10:03:05;PC;ON
2022-10-18 10:05:18;use a personal computer;START
2022-10-18 10:05:18;PC;ON
2022-10-18 10:26:04;fridge operation;START
2022-10-18 10:26:04;REFRIGERATOR;ON
2022-10-18 10:40:04;REFRIGERATOR;OFF
2022-10-18 10:40:04;fridge operation;END
2022-10-18 11:01:43;fridge operation;START
2022-10-18 11:01:43;REFRIGERATOR;ON
2022-10-18 11:15:43;REFRIGERATOR;OFF
2022-10-18 11:15:43;fridge operation;END
2022-10-18 11:18:24;PC;OFF
2022-10-18 11:18:24;use a personal computer;END
2022-10-18 11:20:37;PC;OFF
2022-10-18 11:20:37;use a personal computer;END
2022-10-18 11:57:26;fridge operation;START
2022-10-18 11:57:26;REFRIGERATOR;ON
2022-10-18 12:11:26;REFRIGERATOR;OFF
2022-10-18 12:11:26;fridge operation;END
2022-10-18 12:51:25;fridge operation;START
2022-10-18 12:51:25;REFRIGERATOR;ON
2022-10-18 13:04:26;microwaving food;START
2022-10-18 13:04:26;MICROWAVE;ON
2022-10-18 13:05:25;REFRIGERATOR;OFF
2022-10-18 13:05:25;fridge operation;END
2022-10-18 13:10:11;MICROWAVE;OFF
2022-10-18 13:10:11;microwaving food;END
2022-10-18 13:28:34;watching TV;START
2022-10-18 13:28:34;TV;ON
2022-10-18 13:38:05;microwaving food;START
2022-10-18 13:38:05;MICROWAVE;ON
2022-10-18 13:39:49;MICROWAVE;OFF
2022-10-18 13:39:49;microwaving food;END
2022-10-18 13:45:11;vacuuming;START
2022-10-18 13:45:11;VACUUMCLEANER;ON
2022-10-18 13:57:11;VACUUMCLEANER;OFF
2022-10-18 13:57:11;vacuuming;END
2022-10-18 13:59:53;fridge operation;START
2022-10-18 13:59:53;REFRIGERATOR;ON
2022-10-18 14:13:53;REFRIGERATOR;OFF
2022-10-18 14:13:53;fridge operation;END
2022-10-18 14:19:58;vacuuming;START
2022-10-18 14:19:58;VACUUMCLEANER;ON
2022-10-18 14:31:58;VACUUMCLEANER;OFF
2022-10-18 14:31:58;vacuuming;END
2022-10-18 14:51:31;TV;OFF
2022-10-18 14:51:32;TV;ON
2022-10-18 14:52:11;fridge operation;START
2022-10-18 14:52:11;REFRIGERATOR;ON
2022-10-18 15:06:11;REFRIGERATOR;OFF
2022-10-18 15:06:11;fridge operation;END
2022-10-18 15:20:46;TV;OFF
2022-10-18 15:20:46;watching TV;END
2022-10-18 15:47:13;fridge operation;START
2022-10-18 15:47:13;REFRIGERATOR;ON
2022-10-18 16:00:52;watching TV;START
2022-10-18 16:00:52;TV;ON
2022-10-18 16:01:13;REFRIGERATOR;OFF
2022-10-18 16:01:13;fridge operation;END
2022-10-18 16:37:29;listen to a 74 minute audio CD;START
2022-10-18 16:37:29;AMPLIFIER;ON
2022-10-18 16:37:37;CDPLAYER;ON
2022-10-18 16:49:36;fridge operation;START
2022-10-18 16:49:36;REFRIGERATOR;ON
2022-10-18 17:03:36;REFRIGERATOR;OFF
2022-10-18 17:03:36;fridge operation;END
2022-10-18 17:31:30;TV;OFF
2022-10-18 17:31:31;TV;ON
2022-10-18 17:50:39;TV;OFF
2022-10-18 17:50:39;watching TV;END
2022-10-18 17:51:36;CDPLAYER;OFF
2022-10-18 17:51:38;AMPLIFIER;OFF
2022-10-18 17:51:38;listen to a 74 minute audio CD;END
2022-10-18 18:06:41;use a personal computer;START
2022-10-18 18:06:41;PC;ON
2022-10-18 18:10:55;fridge operation;START
2022-10-18 18:10:55;REFRIGERATOR;ON
2022-10-18 18:24:55;REFRIGERATOR;OFF
2022-10-18 18:24:55;fridge operation;END
2022-10-18 18:29:15;watching TV;START
2022-10-18 18:29:15;TV;ON
2022-10-18 19:22:00;PC;OFF
2022-10-18 19:22:00;use a personal computer;END
2022-10-18 19:33:39;fridge operation;START
2022-10-18 19:33:39;REFRIGERATOR;ON
2022-10-18 19:36:07;TV;OFF
2022-10-18 19:36:08;TV;ON
2022-10-18 19:47:39;REFRIGERATOR;OFF
2022-10-18 19:47:39;fridge operation;END
2022-10-18 19:57:11;TV;OFF
2022-10-18 19:57:11;watching TV;END
2022-10-18 20:41:06;fridge operation;START
2022-10-18 20:41:06;REFRIGERATOR;ON
2022-10-18 20:55:06;REFRIGERATOR;OFF
2022-10-18 20:55:06;fridge operation;END
2022-10-18 21:01:50;cooking a dinner;START
2022-10-18 21:01:50;KETTLE;ON
2022-10-18 21:03:38;KETTLE;OFF
2022-10-18 21:03:39;COOKINGSTOVE;ON
2022-10-18 21:17:57;cooking a dinner;START
2022-10-18 21:17:57;KETTLE;ON
2022-10-18 21:19:45;KETTLE;OFF
2022-10-18 21:19:46;COOKINGSTOVE;ON
2022-10-18 21:39:44;fridge operation;START
2022-10-18 21:39:44;REFRIGERATOR;ON
2022-10-18 21:40:33;COOKINGSTOVE;OFF
2022-10-18 21:40:34;MICROWAVE;ON
2022-10-18 21:42:37;MICROWAVE;OFF
2022-10-18 21:42:37;cooking a dinner;END
2022-10-18 21:53:44;REFRIGERATOR;OFF
2022-10-18 21:53:44;fridge operation;END
2022-10-18 22:12:48;COOKINGSTOVE;OFF
2022-10-18 22:12:49;MICROWAVE;ON
2022-10-18 22:14:52;MICROWAVE;OFF
2022-10-18 22:14:52;cooking a dinner;END
2022-10-18 22:25:23;watching TV;START
2022-10-18 22:25:23;TV;ON
2022-10-18 22:32:34;fridge operation;START
2022-10-18 22:32:34;REFRIGERATOR;ON
2022-10-18 22:46:34;REFRIGERATOR;OFF
2022-10-18 22:46:34;fridge operation;END
2022-10-18 23:20:14;fridge operation;START
2022-10-18 23:20:14;REFRIGERATOR;ON
2022-10-18 23:34:14;REFRIGERATOR;OFF
2022-10-18 23:34:14;fridge operation;END
2022-10-18 23:38:05;TV;OFF
2022-10-18 23:38:06;TV;ON
2022-10-18 23:53:26;TV;OFF
2022-10-18 23:53:26;watching TV;END
2022-10-19 00:00:00;fridge operation;START
2022-10-19 00:00:00;REFRIGERATOR;ON
2022-10-19 00:14:00;REFRIGERATOR;OFF
2022-10-19 00:14:00;fridge operation;END
2022-10-19 00:49:58;fridge operation;START
2022-10-19 00:49:58;REFRIGERATOR;ON
2022-10-19 01:03:58;REFRIGERATOR;OFF
2022-10-19 01:03:58;fridge operation;END
2022-10-19 01:40:47;fridge operation;START
2022-10-19 01:40:47;REFRIGERATOR;ON
2022-10-19 01:54:47;REFRIGERATOR;OFF
2022-10-19 01:54:47;fridge operation;END
2022-10-19 02:42:13;fridge operation;START
2022-10-19 02:42:13;REFRIGERATOR;ON
2022-10-19 02:56:13;REFRIGERATOR;OFF
2022-10-19 02:56:13;fridge operation;END
2022-10-19 03:07:16;washing a load of laundry;START
2022-10-19 03:07:22;WASHINGMACHINE;ON
2022-10-19 03:29:38;washing a load of laundry;START
2022-10-19 03:29:46;DRYER;ON
2022-10-19 03:39:29;fridge operation;START
2022-10-19 03:39:29;REFRIGERATOR;ON
2022-10-19 03:53:29;REFRIGERATOR;OFF
2022-10-19 03:53:29;fridge operation;END
2022-10-19 04:34:04;fridge operation;START
2022-10-19 04:34:04;REFRIGERATOR;ON
2022-10-19 04:48:04;REFRIGERATOR;OFF
2022-10-19 04:48:04;fridge operation;END
2022-10-19 05:38:13;fridge operation;START
2022-10-19 05:38:13;REFRIGERATOR;ON
2022-10-19 05:52:13;REFRIGERATOR;OFF
2022-10-19 05:52:13;fridge operation;END
2022-10-19 06:17:49;WASHINGMACHINE;OFF
2022-10-19 06:17:49;washing a load of laundry;END
2022-10-19 06:23:27;fridge operation;START
2022-10-19 06:23:27;REFRIGERATOR;ON
2022-10-19 06:37:27;REFRIGERATOR;OFF
2022-10-19 06:37:27;fridge operation;END
2022-10-19 06:59:26;DRYER;OFF
2022-10-19 06:59:26;washing a load of laundry;END
2022-10-19 06:59:51;preparing breakfast with coffee or tea and toast or eggs;START
2022-10-19 06:59:56;COFFEEMAKER;ON
2022-10-19 07:00:11;COOKINGSTOVE;ON
2022-10-19 07:09:29;COOKINGSTOVE;OFF
2022-10-19 07:13:36;COFFEEMAKER;OFF
2022-10-19 07:13:36;preparing breakfast with coffee or tea and toast or eggs;END
2022-10-19 07:33:46;fridge operation;START
2022-10-19 07:33:46;REFRIGERATOR;ON
2022-10-19 07:47:46;REFRIGERATOR;OFF
2022-10-19 07:47:46;fridge operation;END
2022-10-19 08:19:12;fridge operation;START
2022-10-19 08:19:12;REFRIGERATOR;ON
2022-10-19 08:33:12;REFRIGERATOR;OFF
2022-10-19 08:33:12;fridge operation;END
2022-10-19 09:18:52;fridge operation;START
2022-10-19 09:18:52;REFRIGERATOR;ON
2022-10-19 09:22:17;watching TV;START
2022-10-19 09:22:17;TV;ON
2022-10-19 09:32:52;REFRIGERATOR;OFF
2022-10-19 09:32:52;fridge operation;END
2022-10-19 09:50:59;fridge operation;START
2022-10-19 09:50:59;REFRIGERATOR;ON
2022-10-19 10:04:59;REFRIGERATOR;OFF
2022-10-19 10:04:59;fridge operation;END
2022-10-19 10:16:23;TV;OFF
2022-10-19 10:16:24;TV;ON
2022-10-19 10:38:21;TV;OFF
2022-10-19 10:38:21;watching TV;END
2022-10-19 10:42:39;fridge operation;START
2022-10-19 10:42:39;REFRIGERATOR;ON
2022-10-19 10:56:39;REFRIGERATOR;OFF
2022-10-19 10:56:39;fridge operation;END
2022-10-19 11:11:50;fridge operation;START
