Time;Source;Event
2022-10-16 09:01:16;PC;ON
2022-10-16 09:04:00;REFRIGERATOR;OFF
2022-10-16 09:04:00;fridge operation;END
2022-10-16 09:32:41;PC;OFF
2022-10-16 09:32:41;use a personal computer;END
2022-10-16 09:37:13;use a personal computer;START
2022-10-16 09:37:13;PC;ON
2022-10-16 09:42:45;fridge operation;START
2022-10-16 09:42:45;REFRIGERATOR;ON
2022-10-16 09:56:27;REFRIGERATOR;OFF
2022-10-16 09:56:27;fridge operation;END
2022-10-16 10:08:38;PC;OFF
2022-10-16 10:08:38;use a personal computer;END
2022-10-16 10:08:39;use a personal computer;START
2022-10-16 10:08:39;PC;ON
2022-10-16 10:12:46;watching TV;START
2022-10-16 10:12:46;TV;ON
2022-10-16 10:13:09;fridge operation;START
2022-10-16 10:13:09;REFRIGERATOR;ON
2022-10-16 10:26:51;REFRIGERATOR;OFF
2022-10-16 10:26:51;fridge operation;END
2022-10-16 10:40:04;PC;OFF
2022-10-16 10:40:04;use a personal computer;END
2022-10-16 10:55:08;dishwasher operation;START
2022-10-16 10:55:16;DISHWASHER;ON
2022-10-16 10:58:54;vacuuming;START
2022-10-16 10:58:54;VACUUMCLEANER;ON
2022-10-16 11:00:02;TV;OFF
2022-10-16 11:00:03;TV;ON
2022-10-16 11:05:26;use a personal computer;START
2022-10-16 11:05:26;PC;ON
2022-10-16 11:05:50;fridge operation;START
2022-10-16 11:05:50;REFRIGERATOR;ON
2022-10-16 11:10:54;VACUUMCLEANER;OFF
2022-10-16 11:10:54;vacuuming;END
2022-10-16 11:19:32;REFRIGERATOR;OFF
2022-10-16 11:19:32;fridge operation;END
2022-10-16 11:28:45;TV;OFF
2022-10-16 11:28:45;watching TV;END
2022-10-16 11:28:46;watching TV;START
2022-10-16 11:28:46;TV;ON
2022-10-16 11:36:51;PC;OFF
2022-10-16 11:36:51;use a personal computer;END
2022-10-16 11:36:52;use a personal computer;START
2022-10-16 11:36:52;PC;ON
2022-10-16 12:02:32;DISHWASHER;OFF
2022-10-16 12:02:32;dishwasher operation;END
2022-10-16 12:08:17;PC;OFF
2022-10-16 12:08:17;use a personal computer;END
2022-10-16 12:11:44;use a personal computer;START
2022-10-16 12:11:44;PC;ON
2022-10-16 12:21:21;microwaving food;START
2022-10-16 12:21:21;MICROWAVE;ON
2022-10-16 12:23:19;MICROWAVE;OFF
2022-10-16 12:23:19;microwaving food;END
2022-10-16 12:39:54;fridge operation;START
2022-10-16 12:39:54;REFRIGERATOR;ON
2022-10-16 12:43:09;PC;OFF
2022-10-16 12:43:09;use a personal computer;END
2022-10-16 12:46:27;vacuuming;START
2022-10-16 12:46:27;VACUUMCLEANER;ON
2022-10-16 12:53:36;REFRIGERATOR;OFF
2022-10-16 12:53:36;fridge operation;END
2022-10-16 12:58:27;VACUUMCLEANER;OFF
2022-10-16 12:58:27;vacuuming;END
2022-10-16 12:58:28;microwaving food;START
2022-10-16 12:58:28;MICROWAVE;ON
2022-10-16 13:02:53;MICROWAVE;OFF
2022-10-16 13:02:53;microwaving food;END
2022-10-16 13:12:22;use a personal computer;START
2022-10-16 13:12:22;PC;ON
2022-10-16 13:24:09;TV;OFF
2022-10-16 13:24:09;watching TV;END
2022-10-16 13:31:10;watching TV;START
2022-10-16 13:31:10;TV;ON
2022-10-16 13:43:47;PC;OFF
2022-10-16 13:43:47;use a personal computer;END
2022-10-16 14:10:40;use a personal computer;START
2022-10-16 14:10:40;PC;ON
2022-10-16 14:19:54;fridge operation;START
2022-10-16 14:19:54;REFRIGERATOR;ON
2022-10-16 14:33:36;REFRIGERATOR;OFF
2022-10-16 14:33:36;fridge operation;END
2022-10-16 14:42:05;PC;OFF
2022-10-16 14:42:05;use a personal computer;END
2022-10-16 14:42:30;use a personal computer;START
2022-10-16 14:42:30;PC;ON
2022-10-16 15:13:55;PC;OFF
2022-10-16 15:13:55;use a personal computer;END
2022-10-16 15:15:32;fridge operation;START
2022-10-16 15:15:32;REFRIGERATOR;ON
2022-10-16 15:16:10;TV;OFF
2022-10-16 15:16:11;TV;ON
2022-10-16 15:22:52;use a personal computer;START
2022-10-16 15:22:52;PC;ON
2022-10-16 15:29:14;REFRIGERATOR;OFF
2022-10-16 15:29:14;fridge operation;END
2022-10-16 15:41:43;TV;OFF
2022-10-16 15:41:43;watching TV;END
2022-10-16 15:46:06;fridge operation;START
2022-10-16 15:46:06;REFRIGERATOR;ON
2022-10-16 15:54:17;PC;OFF
2022-10-16 15:54:17;use a personal computer;END
2022-10-16 15:59:48;REFRIGERATOR;OFF
2022-10-16 15:59:48;fridge operation;END
2022-10-16 16:03:25;use a personal computer;START
2022-10-16 16:03:25;PC;ON
2022-10-16 16:34:50;PC;OFF
2022-10-16 16:34:50;use a personal computer;END
2022-10-16 16:46:35;fridge operation;START
2022-10-16 16:46:35;REFRIGERATOR;ON
2022-10-16 16:47:01;use a personal computer;START
2022-10-16 16:47:01;PC;ON
2022-10-16 16:56:18;watching TV;START
2022-10-16 16:56:18;TV;ON
2022-10-16 17:00:17;REFRIGERATOR;OFF
2022-10-16 17:00:17;fridge operation;END
2022-10-16 17:18:26;PC;OFF
2022-10-16 17:18:26;use a personal computer;END
2022-10-16 17:42:31;listen to a 74 minute audio CD;START
2022-10-16 17:42:31;AMPLIFIER;ON
2022-10-16 17:42:40;CDPLAYER;ON
2022-10-16 18:02:15;fridge operation;START
2022-10-16 18:02:15;REFRIGERATOR;ON
2022-10-16 18:15:57;REFRIGERATOR;OFF
2022-10-16 18:15:57;fridge operation;END
2022-10-16 18:37:49;TV;OFF
2022-10-16 18:37:50;TV;ON
2022-10-16 18:56:39;CDPLAYER;OFF
2022-10-16 18:56:40;AMPLIFIER;OFF
2022-10-16 18:56:40;listen to a 74 minute audio CD;END
2022-10-16 18:58:28;TV;OFF
2022-10-16 18:58:28;watching TV;END
2022-10-16 19:01:28;cooking a dinner;START
2022-10-16 19:01:28;KETTLE;ON
2022-10-16 19:03:16;KETTLE;OFF
2022-10-16 19:03:17;COOKINGSTOVE;ON
2022-10-16 19:12:41;use a personal computer;START
2022-10-16 19:12:41;PC;ON
2022-10-16 19:17:20;fridge operation;START
2022-10-16 19:17:20;REFRIGERATOR;ON
2022-10-16 19:31:02;REFRIGERATOR;OFF
2022-10-16 19:31:02;fridge operation;END
2022-10-16 19:32:00;cooking a dinner;START
2022-10-16 19:32:00;KETTLE;ON
2022-10-16 19:33:48;KETTLE;OFF
2022-10-16 19:33:49;COOKINGSTOVE;ON
2022-10-16 19:44:06;PC;OFF
2022-10-16 19:44:06;use a personal computer;END
2022-10-16 19:47:15;COOKINGSTOVE;OFF
2022-10-16 19:47:15;cooking a dinner;END
2022-10-16 19:55:50;COOKINGSTOVE;OFF
2022-10-16 19:55:50;cooking a dinner;END
2022-10-16 20:01:14;use a personal computer;START
2022-10-16 20:01:14;PC;ON
2022-10-16 20:11:43;use a personal computer;START
2022-10-16 20:11:43;PC;ON
2022-10-16 20:29:33;fridge operation;START
2022-10-16 20:29:33;REFRIGERATOR;ON
2022-10-16 20:32:39;PC;OFF
2022-10-16 20:32:39;use a personal computer;END
2022-10-16 20:43:08;PC;OFF
2022-10-16 20:43:08;use a personal computer;END
2022-10-16 20:43:15;REFRIGERATOR;OFF
2022-10-16 20:43:15;fridge operation;END
2022-10-16 20:47:02;use a personal computer;START
2022-10-16 20:47:02;PC;ON
2022-10-16 21:18:27;PC;OFF
2022-10-16 21:18:27;use a personal computer;END
2022-10-16 21:21:39;fridge operation;START
2022-10-16 21:21:39;REFRIGERATOR;ON
2022-10-16 21:25:56;use a personal computer;START
2022-10-16 21:25:56;PC;ON
2022-10-16 21:35:21;REFRIGERATOR;OFF
2022-10-16 21:35:21;fridge operation;END
2022-10-16 21:57:21;PC;OFF
2022-10-16 21:57:21;use a personal computer;END
2022-10-16 21:57:22;use a personal computer;START
2022-10-16 21:57:22;PC;ON
2022-10-16 22:09:38;fridge operation;START
2022-10-16 22:09:38;REFRIGERATOR;ON
2022-10-16 22:23:20;REFRIGERATOR;OFF
2022-10-16 22:23:20;fridge operation;END
2022-10-16 22:28:47;PC;OFF
2022-10-16 22:28:47;use a personal computer;END
2022-10-16 22:37:23;use a personal computer;START
2022-10-16 22:37:23;PC;ON
2022-10-16 22:58:38;fridge operation;START
2022-10-16 22:58:38;REFRIGERATOR;ON
2022-10-16 23:08:48;PC;OFF
2022-10-16 23:08:48;use a personal computer;END
2022-10-16 23:12:20;REFRIGERATOR;OFF
2022-10-16 23:12:20;fridge operation;END
2022-10-16 23:13:04;use a personal computer;START
2022-10-16 23:13:04;PC;ON
2022-10-16 23:44:29;PC;OFF
2022-10-16 23:44:29;use a personal computer;END
2022-10-17 00:00:00;fridge operation;START
2022-10-17 00:00:00;REFRIGERATOR;ON
2022-10-17 00:13:42;REFRIGERATOR;OFF
2022-10-17 00:13:42;fridge operation;END
2022-10-17 00:35:40;fridge operation;START
2022-10-17 00:35:40;REFRIGERATOR;ON
2022-10-17 00:49:22;REFRIGERATOR;OFF
2022-10-17 00:49:22;fridge operation;END
2022-10-17 01:51:45;fridge operation;START
2022-10-17 01:51:45;REFRIGERATOR;ON
2022-10-17 02:05:27;REFRIGERATOR;OFF
2022-10-17 02:05:27;fridge operation;END
2022-10-17 02:27:34;fridge operation;START
2022-10-17 02:27:34;REFRIGERATOR;ON
2022-10-17 02:41:16;REFRIGERATOR;OFF
2022-10-17 02:41:16;fridge operation;END
2022-10-17 03:35:00;fridge operation;START
2022-10-17 03:35:00;REFRIGERATOR;ON
2022-10-17 03:48:42;REFRIGERATOR;OFF
2022-10-17 03:48:42;fridge operation;END
2022-10-17 04:04:14;fridge operation;START
2022-10-17 04:04:14;REFRIGERATOR;ON
2022-10-17 04:17:56;REFRIGERATOR;OFF
2022-10-17 04:17:56;fridge operation;END
2022-10-17 05:01:35;fridge operation;START
2022-10-17 05:01:35;REFRIGERATOR;ON
2022-10-17 05:15:17;REFRIGERATOR;OFF
2022-10-17 05:15:17;fridge operation;END
2022-10-17 05:32:10;fridge operation;START
2022-10-17 05:32:10;REFRIGERATOR;ON
2022-10-17 05:45:52;REFRIGERATOR;OFF
2022-10-17 05:45:52;fridge operation;END
2022-10-17 06:10:35;fridge operation;START
2022-10-17 06:10:35;REFRIGERATOR;ON
2022-10-17 06:24:17;REFRIGERATOR;OFF
2022-10-17 06:24:17;fridge operation;END
2022-10-17 07:13:46;fridge operation;START
2022-10-17 07:13:46;REFRIGERATOR;ON
2022-10-17 07:23:28;preparing breakfast with coffee or tea and toast or eggs;START
2022-10-17 07:23:33;KETTLE;ON
2022-10-17 07:23:44;COOKINGSTOVE;ON
2022-10-17 07:25:21;KETTLE;OFF
2022-10-17 07:26:53;preparing breakfast with coffee or tea and toast or eggs;START
2022-10-17 07:26:58;COFFEEMAKER;ON
2022-10-17 07:27:13;BREADCUTTER;ON
2022-10-17 07:27:18;BREADCUTTER;OFF
2022-10-17 07:27:19;TOASTER;ON
2022-10-17 07:27:28;REFRIGERATOR;OFF
2022-10-17 07:27:28;fridge operation;END
2022-10-17 07:33:02;COOKINGSTOVE;OFF
2022-10-17 07:33:02;preparing breakfast with coffee or tea and toast or eggs;END
2022-10-17 07:40:38;COFFEEMAKER;OFF
2022-10-17 07:42:59;fridge operation;START
2022-10-17 07:42:59;REFRIGERATOR;ON
2022-10-17 07:47:37;TOASTER;OFF
2022-10-17 07:47:37;preparing breakfast with coffee or tea and toast or eggs;END
2022-10-17 07:56:41;REFRIGERATOR;OFF
2022-10-17 07:56:41;fridge operation;END
2022-10-17 08:04:43;washing a load of laundry;START
2022-10-17 08:04:50;WASHINGMACHINE;ON
2022-10-17 08:22:06;preparing breakfast with coffee or tea and toast or eggs;START
2022-10-17 08:22:11;COFFEEMAKER;ON
2022-10-17 08:22:24;BREADCUTTER;ON
2022-10-17 08:22:29;BREADCUTTER;OFF
2022-10-17 08:22:30;TOASTER;ON
2022-10-17 08:35:51;COFFEEMAKER;OFF
2022-10-17 08:37:59;fridge operation;START
2022-10-17 08:37:59;REFRIGERATOR;ON
2022-10-17 08:42:48;TOASTER;OFF
2022-10-17 08:42:48;preparing breakfast with coffee or tea and toast or eggs;END
2022-10-17 08:51:41;REFRIGERATOR;OFF
2022-10-17 08:51:41;fridge operation;END
2022-10-17 09:07:03;use a personal computer;START
2022-10-17 09:07:03;PC;ON
2022-10-17 09:38:28;PC;OFF
2022-10-17 09:38:28;use a personal computer;END
2022-10-17 09:42:59;use a personal computer;START
2022-10-17 09:42:59;PC;ON
2022-10-17 09:47:40;fridge operation;START
2022-10-17 09:47:40;REFRIGERATOR;ON
2022-10-17 10:01:22;REFRIGERATOR;OFF
2022-10-17 10:01:22;fridge operation;END
2022-10-17 10:14:24;PC;OFF
2022-10-17 10:14:24;use a personal computer;END
2022-10-17 10:14:25;use a personal computer;START
2022-10-17 10:14:25;PC;ON
2022-10-17 10:42:58;fridge operation;START
2022-10-17 10:42:58;REFRIGERATOR;ON
2022-10-17 10:45:50;PC;OFF
2022-10-17 10:45:50;use a personal computer;END
2022-10-17 10:48:36;use a personal computer;START
2022-10-17 10:48:36;PC;ON
2022-10-17 10:56:40;REFRIGERATOR;OFF
2022-10-17 10:56:40;fridge operation;END
2022-10-17 11:09:40;watching TV;START
2022-10-17 11:09:40;TV;ON
2022-10-17 11:15:17;WASHINGMACHINE;OFF
2022-10-17 11:15:17;washing a load of laundry;END
2022-10-17 11:20:01;PC;OFF
2022-10-17 11:20:01;use a personal computer;END
2022-10-17 11:31:00;vacuuming;START
2022-10-17 11:31:00;VACUUMCLEANER;ON
2022-10-17 11:32:13;fridge operation;START
2022-10-17 11:32:13;REFRIGERATOR;ON
2022-10-17 11:43:00;VACUUMCLEANER;OFF
2022-10-17 11:43:00;vacuuming;END
2022-10-17 11:45:55;REFRIGERATOR;OFF
2022-10-17 11:45:55;fridge operation;END
2022-10-17 12:01:11;microwaving food;START
2022-10-17 12:01:11;MICROWAVE;ON
2022-10-17 12:04:24;microwaving food;START
2022-10-17 12:04:24;MICROWAVE;ON
2022-10-17 12:08:25;MICROWAVE;OFF
2022-10-17 12:08:25;microwaving food;END
2022-10-17 12:11:32;MICROWAVE;OFF
2022-10-17 12:11:32;microwaving food;END
2022-10-17 12:12:42;fridge operation;START
2022-10-17 12:12:42;REFRIGERATOR;ON
2022-10-17 12:12:52;use a personal computer;START
2022-10-17 12:12:52;PC;ON
2022-10-17 12:26:24;REFRIGERATOR;OFF
2022-10-17 12:26:24;fridge operation;END
2022-10-17 12:36:07;TV;OFF
2022-10-17 12:36:07;watching TV;END
2022-10-17 12:38:11;watching TV;START
2022-10-17 12:38:11;TV;ON
2022-10-17 12:44:17;PC;OFF
2022-10-17 12:44:17;use a personal computer;END
2022-10-17 12:49:35;dishwasher operation;START
2022-10-17 12:49:41;DISHWASHER;ON
2022-10-17 12:58:16;use a personal computer;START
2022-10-17 12:58:16;PC;ON
2022-10-17 12:59:05;vacuuming;START
2022-10-17 12:59:05;VACUUMCLEANER;ON
2022-10-17 13:11:05;VACUUMCLEANER;OFF
2022-10-17 13:11:05;vacuuming;END
2022-10-17 13:17:53;fridge operation;START
2022-10-17 13:17:53;REFRIGERATOR;ON
2022-10-17 13:19:17;TV;OFF
2022-10-17 13:19:18;TV;ON
2022-10-17 13:29:41;PC;OFF
2022-10-17 13:29:41;use a personal computer;END
2022-10-17 13:31:35;REFRIGERATOR;OFF
2022-10-17 13:31:35;fridge operation;END
2022-10-17 13:37:06;TV;OFF
2022-10-17 13:37:06;watching TV;END
2022-10-17 13:41:16;microwaving food;START
2022-10-17 13:41:16;MICROWAVE;ON
2022-10-17 13:43:49;use a personal computer;START
2022-10-17 13:43:49;PC;ON
2022-10-17 13:47:37;MICROWAVE;OFF
2022-10-17 13:47:37;microwaving food;END
2022-10-17 13:56:57;DISHWASHER;OFF
2022-10-17 13:56:57;dishwasher operation;END
2022-10-17 14:04:35;watching TV;START
2022-10-17 14:04:35;TV;ON
2022-10-17 14:15:14;PC;OFF
2022-10-17 14:15:14;use a personal computer;END
2022-10-17 14:39:06;use a personal computer;START
2022-10-17 14:39:06;PC;ON
2022-10-17 14:40:01;fridge operation;START
2022-10-17 14:40:01;REFRIGERATOR;ON
2022-10-17 14:53:43;REFRIGERATOR;OFF
2022-10-17 14:53:43;fridge operation;END
2022-10-17 15:10:31;PC;OFF
2022-10-17 15:10:31;use a personal computer;END
2022-10-17 15:16:54;use a personal computer;START
2022-10-17 15:16:54;PC;ON
2022-10-17 15:48:19;PC;OFF
2022-10-17 15:48:19;use a personal computer;END
2022-10-17 15:52:42;TV;OFF
2022-10-17 15:52:43;TV;ON
2022-10-17 16:02:51;fridge operation;START
2022-10-17 16:02:51;REFRIGERATOR;ON
2022-10-17 16:07:59;TV;OFF
2022-10-17 16:07:59;watching TV;END
2022-10-17 16:16:33;REFRIGERATOR;OFF
2022-10-17 16:16:33;fridge operation;END
2022-10-17 16:19:21;use a personal computer;START
2022-10-17 16:19:21;PC;ON
2022-10-17 16:50:46;PC;OFF
2022-10-17 16:50:46;use a personal computer;END
2022-10-17 16:56:39;use a personal computer;START
2022-10-17 16:56:39;PC;ON
2022-10-17 17:04:18;fridge operation;START
2022-10-17 17:04:18;REFRIGERATOR;ON
2022-10-17 17:18:00;REFRIGERATOR;OFF
2022-10-17 17:18:00;fridge operation;END
2022-10-17 17:28:04;PC;OFF
2022-10-17 17:28:04;use a personal computer;END
2022-10-17 17:30:23;watching TV;START
2022-10-17 17:30:23;TV;ON
2022-10-17 17:37:31;listen to a 74 minute audio CD;START
2022-10-17 17:37:31;AMPLIFIER;ON
2022-10-17 17:37:38;CDPLAYER;ON
2022-10-17 18:26:14;fridge operation;START
2022-10-17 18:26:14;REFRIGERATOR;ON
2022-10-17 18:39:56;REFRIGERATOR;OFF
2022-10-17 18:39:56;fridge operation;END
2022-10-17 18:50:14;TV;OFF
2022-10-17 18:50:15;TV;ON
2022-10-17 18:51:37;CDPLAYER;OFF
2022-10-17 18:51:40;AMPLIFIER;OFF
2022-10-17 18:51:40;listen to a 74 minute audio CD;END
2022-10-17 19:04:48;cooking a dinner;START
2022-10-17 19:04:48;KETTLE;ON
2022-10-17 19:06:36;KETTLE;OFF
2022-10-17 19:06:37;COOKINGSTOVE;ON
2022-10-17 19:10:34;cooking a dinner;START
2022-10-17 19:10:34;KETTLE;ON
2022-10-17 19:12:22;KETTLE;OFF
2022-10-17 19:12:23;COOKINGSTOVE;ON
2022-10-17 19:16:46;TV;OFF
2022-10-17 19:16:46;watching TV;END
2022-10-17 19:23:06;fridge operation;START
2022-10-17 19:23:06;REFRIGERATOR;ON
2022-10-17 19:28:07;COOKINGSTOVE;OFF
2022-10-17 19:28:08;MICROWAVE;ON
2022-10-17 19:34:47;MICROWAVE;OFF
2022-10-17 19:34:47;cooking a dinner;END
2022-10-17 19:36:48;REFRIGERATOR;OFF
2022-10-17 19:36:48;fridge operation;END
2022-10-17 19:49:29;use a personal computer;START
2022-10-17 19:49:29;PC;ON
2022-10-17 19:58:02;COOKINGSTOVE;OFF
2022-10-17 19:58:02;cooking a dinner;END
2022-10-17 19:59:59;use a personal computer;START
2022-10-17 19:59:59;PC;ON
2022-10-17 20:20:54;PC;OFF
2022-10-17 20:20:54;use a personal computer;END
2022-10-17 20:23:39;use a personal computer;START
2022-10-17 20:23:39;PC;ON
2022-10-17 20:31:24;PC;OFF
2022-10-17 20:31:24;use a personal computer;END
2022-10-17 20:41:30;use a personal computer;START
2022-10-17 20:41:30;PC;ON
2022-10-17 20:55:04;PC;OFF
2022-10-17 20:55:04;use a personal computer;END
2022-10-17 21:00:44;fridge operation;START
2022-10-17 21:00:44;REFRIGERATOR;ON
2022-10-17 21:12:55;PC;OFF
2022-10-17 21:12:55;use a personal computer;END
2022-10-17 21:14:26;REFRIGERATOR;OFF
2022-10-17 21:14:26;fridge operation;END
2022-10-17 21:29:20;use a personal computer;START
2022-10-17 21:29:20;PC;ON
2022-10-17 22:00:45;PC;OFF
2022-10-17 22:00:45;use a personal computer;END
2022-10-17 22:03:46;fridge operation;START
2022-10-17 22:03:46;REFRIGERATOR;ON
2022-10-17 22:17:28;REFRIGERATOR;OFF
2022-10-17 22:17:28;fridge operation;END
2022-10-17 22:28:26;use a personal computer;START
2022-10-17 22:28:26;PC;ON
2022-10-17 22:59:51;PC;OFF
2022-10-17 22:59:51;use a personal computer;END
2022-10-17 23:01:17;use a personal computer;START
2022-10-17 23:01:17;PC;ON
2022-10-17 23:03:12;fridge operation;START
2022-10-17 23:03:12;REFRIGERATOR;ON
2022-10-17 23:16:54;REFRIGERATOR;OFF
2022-10-17 23:16:54;fridge operation;END
2022-10-17 23:32:42;PC;OFF
2022-10-17 23:32:42;use a personal computer;END
2022-10-18 00:28:06;fridge operation;START
2022-10-18 00:28:06;REFRIGERATOR;ON
2022-10-18 00:41:48;REFRIGERATOR;OFF
2022-10-18 00:41:48;fridge operation;END
2022-10-18 01:06:00;fridge operation;START
2022-10-18 01:06:00;REFRIGERATOR;ON
2022-10-18 01:19:42;REFRIGERATOR;OFF
2022-10-18 01:19:42;fridge operation;END
2022-10-18 01:44:01;fridge operation;START
2022-10-18 01:44:01;REFRIGERATOR;ON
2022-10-18 01:57:43;REFRIGERATOR;OFF
2022-10-18 01:57:43;fridge operation;END
2022-10-18 02:13:48;fridge operation;START
2022-10-18 02:13:48;REFRIGERATOR;ON
2022-10-18 02:27:30;REFRIGERATOR;OFF
2022-10-18 02:27:30;fridge operation;END
2022-10-18 03:02:18;fridge operation;START
2022-10-18 03:02:18;REFRIGERATOR;ON
2022-10-18 03:16:00;REFRIGERATOR;OFF
2022-10-18 03:16:00;fridge operation;END
2022-10-18 03:43:10;fridge operation;START
2022-10-18 03:43:10;REFRIGERATOR;ON
2022-10-18 03:56:52;REFRIGERATOR;OFF
2022-10-18 03:56:52;fridge operation;END
2022-10-18 04:58:12;fridge operation;START
2022-10-18 04:58:12;REFRIGERATOR;ON
2022-10-18 05:11:54;REFRIGERATOR;OFF
2022-10-18 05:11:54;fridge operation;END
2022-10-18 06:03:06;fridge operation;START
2022-10-18 06:03:06;REFRIGERATOR;ON
2022-10-18 06:16:48;REFRIGERATOR;OFF
2022-10-18 06:16:48;fridge operation;END
2022-10-18 07:22:53;preparing breakfast with coffee or tea and toast or eggs;START
2022-10-18 07:22:58;COFFEEMAKER;ON
2022-10-18 07:23:12;BREADCUTTER;ON
2022-10-18 07:23:17;BREADCUTTER;OFF
2022-10-18 07:23:18;TOASTER;ON
2022-10-18 07:35:54;fridge operation;START
2022-10-18 07:35:54;REFRIGERATOR;ON
2022-10-18 07:36:38;COFFEEMAKER;OFF
2022-10-18 07:43:36;TOASTER;OFF
2022-10-18 07:43:36;preparing breakfast with coffee or tea and toast or eggs;END
2022-10-18 07:49:36;REFRIGERATOR;OFF
2022-10-18 07:49:36;fridge operation;END
2022-10-18 07:55:57;preparing breakfast with coffee or tea and toast or eggs;START
2022-10-18 07:56:02;COFFEEMAKER;ON
2022-10-18 07:56:15;BREADCUTTER;ON
2022-10-18 07:56:20;BREADCUTTER;OFF
2022-10-18 07:56:21;TOASTER;ON
2022-10-18 08:09:42;COFFEEMAKER;OFF
2022-10-18 08:14:21;preparing breakfast with coffee or tea and toast or eggs;START
2022-10-18 08:14:26;COFFEEMAKER;ON
2022-10-18 08:14:38;BREADCUTTER;ON
2022-10-18 08:14:43;BREADCUTTER;OFF
2022-10-18 08:14:44;TOASTER;ON
2022-10-18 08:16:39;TOASTER;OFF
2022-10-18 08:16:39;preparing breakfast with coffee or tea and toast or eggs;END
2022-10-18 08:27:55;fridge operation;START
2022-10-18 08:27:55;REFRIGERATOR;ON
2022-10-18 08:28:06;COFFEEMAKER;OFF
2022-10-18 08:35:02;TOASTER;OFF
2022-10-18 08:35:02;preparing breakfast with coffee or tea and toast or eggs;END
2022-10-18 08:41:37;REFRIGERATOR;OFF
2022-10-18 08:41:37;fridge operation;END
2022-10-18 08:42:17;vacuuming;START
2022-10-18 08:42:17;VACUUMCLEANER;ON
2022-10-18 08:54:17;VACUUMCLEANER;OFF
2022-10-18 08:54:17;vacuuming;END
