Time;Source;Event
2022-10-16 13:21:33;fridge operation;END
2022-10-16 13:32:40;watching TV;START
2022-10-16 13:32:40;TV;ON
2022-10-16 13:58:32;fridge operation;START
2022-10-16 13:58:32;REFRIGERATOR;ON
2022-10-16 14:12:32;REFRIGERATOR;OFF
2022-10-16 14:12:32;fridge operation;END
2022-10-16 15:23:38;fridge operation;START
2022-10-16 15:23:38;REFRIGERATOR;ON
2022-10-16 15:27:39;TV;OFF
2022-10-16 15:27:40;TV;ON
2022-10-16 15:37:38;REFRIGERATOR;OFF
2022-10-16 15:37:38;fridge operation;END
2022-10-16 15:43:08;TV;OFF
2022-10-16 15:43:08;watching TV;END
2022-10-16 15:43:09;watching TV;START
2022-10-16 15:43:09;TV;ON
2022-10-16 16:33:55;TV;OFF
2022-10-16 16:33:56;TV;ON
2022-10-16 16:34:40;fridge operation;START
2022-10-16 16:34:40;REFRIGERATOR;ON
2022-10-16 16:48:40;REFRIGERATOR;OFF
2022-10-16 16:48:40;fridge operation;END
2022-10-16 16:54:25;TV;OFF
2022-10-16 16:54:25;watching TV;END
2022-10-16 17:18:52;vacuuming;START
2022-10-16 17:18:52;VACUUMCLEANER;ON
2022-10-16 17:30:52;VACUUMCLEANER;OFF
2022-10-16 17:30:52;vacuuming;END
2022-10-16 17:38:41;fridge operation;START
2022-10-16 17:38:41;REFRIGERATOR;ON
2022-10-16 17:52:41;REFRIGERATOR;OFF
2022-10-16 17:52:41;fridge operation;END
2022-10-16 18:11:47;fridge operation;START
2022-10-16 18:11:47;REFRIGERATOR;ON
2022-10-16 18:25:47;REFRIGERATOR;OFF
2022-10-16 18:25:47;fridge operation;END
2022-10-16 19:02:16;watching TV;START
2022-10-16 19:02:16;TV;ON
2022-10-16 19:02:51;fridge operation;START
2022-10-16 19:02:51;REFRIGERATOR;ON
2022-10-16 19:16:51;REFRIGERATOR;OFF
2022-10-16 19:16:51;fridge operation;END
2022-10-16 19:43:43;TV;OFF
2022-10-16 19:43:43;watching TV;END
2022-10-16 19:52:50;cooking a dinner;START
2022-10-16 19:52:50;KETTLE;ON
2022-10-16 19:54:38;KETTLE;OFF
2022-10-16 19:54:39;COOKINGSTOVE;ON
2022-10-16 20:32:20;fridge operation;START
2022-10-16 20:32:20;REFRIGERATOR;ON
2022-10-16 20:43:12;COOKINGSTOVE;OFF
2022-10-16 20:43:12;cooking a dinner;END
2022-10-16 20:45:36;use a personal computer;START
2022-10-16 20:45:36;PC;ON
2022-10-16 20:46:20;REFRIGERATOR;OFF
2022-10-16 20:46:20;fridge operation;END
2022-10-16 21:17:01;PC;OFF
2022-10-16 21:17:01;use a personal computer;END
2022-10-16 21:53:05;fridge operation;START
2022-10-16 21:53:05;REFRIGERATOR;ON
2022-10-16 22:07:05;REFRIGERATOR;OFF
2022-10-16 22:07:05;fridge operation;END
2022-10-16 22:23:26;use a personal computer;START
2022-10-16 22:23:26;PC;ON
2022-10-16 22:54:51;PC;OFF
2022-10-16 22:54:51;use a personal computer;END
2022-10-16 22:59:16;watching TV;START
2022-10-16 22:59:16;TV;ON
2022-10-16 23:19:08;fridge operation;START
2022-10-16 23:19:08;REFRIGERATOR;ON
2022-10-16 23:33:08;REFRIGERATOR;OFF
2022-10-16 23:33:08;fridge operation;END
2022-10-16 23:43:14;TV;OFF
2022-10-16 23:43:15;TV;ON
2022-10-16 23:59:14;TV;OFF
2022-10-16 23:59:14;watching TV;END
2022-10-17 00:02:49;fridge operation;START
2022-10-17 00:02:49;REFRIGERATOR;ON
2022-10-17 00:16:49;REFRIGERATOR;OFF
2022-10-17 00:16:49;fridge operation;END
2022-10-17 01:25:08;fridge operation;START
2022-10-17 01:25:08;REFRIGERATOR;ON
2022-10-17 01:39:08;REFRIGERATOR;OFF
2022-10-17 01:39:08;fridge operation;END
2022-10-17 02:30:08;fridge operation;START
2022-10-17 02:30:08;REFRIGERATOR;ON
2022-10-17 02:44:08;REFRIGERATOR;OFF
2022-10-17 02:44:08;fridge operation;END
2022-10-17 03:32:23;fridge operation;START
2022-10-17 03:32:23;REFRIGERATOR;ON
2022-10-17 03:46:23;REFRIGERATOR;OFF
2022-10-17 03:46:23;fridge operation;END
2022-10-17 04:29:47;fridge operation;START
2022-10-17 04:29:47;REFRIGERATOR;ON
2022-10-17 04:43:47;REFRIGERATOR;OFF
2022-10-17 04:43:47;fridge operation;END
2022-10-17 05:39:10;fridge operation;START
2022-10-17 05:39:10;REFRIGERATOR;ON
2022-10-17 05:53:10;REFRIGERATOR;OFF
2022-10-17 05:53:10;fridge operation;END
2022-10-17 06:50:55;fridge operation;START
2022-10-17 06:50:55;REFRIGERATOR;ON
2022-10-17 07:04:55;REFRIGERATOR;OFF
2022-10-17 07:04:55;fridge operation;END
2022-10-17 07:28:54;fridge operation;START
2022-10-17 07:28:54;REFRIGERATOR;ON
2022-10-17 07:42:54;REFRIGERATOR;OFF
2022-10-17 07:42:54;fridge operation;END
2022-10-17 08:01:54;preparing breakfast with coffee or tea and toast or eggs;START
2022-10-17 08:01:59;COFFEEMAKER;ON
2022-10-17 08:02:13;BREADCUTTER;ON
2022-10-17 08:02:18;BREADCUTTER;OFF
2022-10-17 08:02:19;TOASTER;ON
2022-10-17 08:14:59;listen to a 74 minute audio CD;START
2022-10-17 08:14:59;AMPLIFIER;ON
2022-10-17 08:15:07;CDPLAYER;ON
2022-10-17 08:22:37;TOASTER;OFF
2022-10-17 08:28:07;COFFEEMAKER;OFF
2022-10-17 08:28:07;preparing breakfast with coffee or tea and toast or eggs;END
2022-10-17 08:32:55;fridge operation;START
2022-10-17 08:32:55;REFRIGERATOR;ON
2022-10-17 08:46:55;REFRIGERATOR;OFF
2022-10-17 08:46:55;fridge operation;END
2022-10-17 09:25:29;fridge operation;START
2022-10-17 09:25:29;REFRIGERATOR;ON
2022-10-17 09:29:06;CDPLAYER;OFF
2022-10-17 09:29:08;AMPLIFIER;OFF
2022-10-17 09:29:08;listen to a 74 minute audio CD;END
2022-10-17 09:39:29;REFRIGERATOR;OFF
2022-10-17 09:39:29;fridge operation;END
2022-10-17 10:20:09;fridge operation;START
2022-10-17 10:20:09;REFRIGERATOR;ON
2022-10-17 10:24:34;vacuuming;START
2022-10-17 10:24:34;VACUUMCLEANER;ON
2022-10-17 10:34:09;REFRIGERATOR;OFF
2022-10-17 10:34:09;fridge operation;END
2022-10-17 10:36:34;VACUUMCLEANER;OFF
2022-10-17 10:36:34;vacuuming;END
2022-10-17 11:01:36;fridge operation;START
2022-10-17 11:01:36;REFRIGERATOR;ON
2022-10-17 11:11:34;washing a load of laundry;START
2022-10-17 11:11:49;WASHINGMACHINE;ON
2022-10-17 11:15:36;REFRIGERATOR;OFF
2022-10-17 11:15:36;fridge operation;END
2022-10-17 11:44:10;fridge operation;START
2022-10-17 11:44:10;REFRIGERATOR;ON
2022-10-17 11:58:10;REFRIGERATOR;OFF
2022-10-17 11:58:10;fridge operation;END
2022-10-17 12:24:07;microwaving food;START
2022-10-17 12:24:07;MICROWAVE;ON
2022-10-17 12:28:12;MICROWAVE;OFF
2022-10-17 12:28:12;microwaving food;END
2022-10-17 12:36:21;watching TV;START
2022-10-17 12:36:21;TV;ON
2022-10-17 13:10:49;fridge operation;START
2022-10-17 13:10:49;REFRIGERATOR;ON
2022-10-17 13:24:49;REFRIGERATOR;OFF
2022-10-17 13:24:49;fridge operation;END
2022-10-17 14:06:33;fridge operation;START
2022-10-17 14:06:33;REFRIGERATOR;ON
2022-10-17 14:20:33;REFRIGERATOR;OFF
2022-10-17 14:20:33;fridge operation;END
2022-10-17 14:22:16;WASHINGMACHINE;OFF
2022-10-17 14:22:16;washing a load of laundry;END
2022-10-17 14:26:18;TV;OFF
2022-10-17 14:26:19;TV;ON
2022-10-17 14:46:38;TV;OFF
2022-10-17 14:46:38;watching TV;END
2022-10-17 15:10:16;fridge operation;START
2022-10-17 15:10:16;REFRIGERATOR;ON
2022-10-17 15:24:16;REFRIGERATOR;OFF
2022-10-17 15:24:16;fridge operation;END
2022-10-17 15:36:53;vacuuming;START
2022-10-17 15:36:53;VACUUMCLEANER;ON
2022-10-17 15:48:53;VACUUMCLEANER;OFF
2022-10-17 15:48:53;vacuuming;END
2022-10-17 16:23:40;watching TV;START
2022-10-17 16:23:40;TV;ON
2022-10-17 16:27:24;fridge operation;START
2022-10-17 16:27:24;REFRIGERATOR;ON
2022-10-17 16:41:24;REFRIGERATOR;OFF
2022-10-17 16:41:24;fridge operation;END
2022-10-17 17:00:35;fridge operation;START
2022-10-17 17:00:35;REFRIGERATOR;ON
2022-10-17 17:14:35;REFRIGERATOR;OFF
2022-10-17 17:14:35;fridge operation;END
2022-10-17 18:04:52;fridge operation;START
2022-10-17 18:04:52;REFRIGERATOR;ON
2022-10-17 18:18:52;REFRIGERATOR;OFF
2022-10-17 18:18:52;fridge operation;END
2022-10-17 18:22:37;TV;OFF
2022-10-17 18:22:38;TV;ON
2022-10-17 18:42:38;TV;OFF
2022-10-17 18:42:38;watching TV;END
2022-10-17 19:06:46;cooking a dinner;START
2022-10-17 19:06:46;KETTLE;ON
2022-10-17 19:08:34;KETTLE;OFF
2022-10-17 19:08:35;COOKINGSTOVE;ON
2022-10-17 19:22:46;fridge operation;START
2022-10-17 19:22:46;REFRIGERATOR;ON
2022-10-17 19:36:46;REFRIGERATOR;OFF
2022-10-17 19:36:46;fridge operation;END
2022-10-17 19:53:10;COOKINGSTOVE;OFF
2022-10-17 19:53:11;MICROWAVE;ON
2022-10-17 19:59:50;MICROWAVE;OFF
2022-10-17 19:59:50;cooking a dinner;END
2022-10-17 20:06:30;use a personal computer;START
2022-10-17 20:06:30;PC;ON
2022-10-17 20:23:24;fridge operation;START
2022-10-17 20:23:24;REFRIGERATOR;ON
2022-10-17 20:37:24;REFRIGERATOR;OFF
2022-10-17 20:37:24;fridge operation;END
2022-10-17 20:37:55;PC;OFF
2022-10-17 20:37:55;use a personal computer;END
2022-10-17 21:29:44;fridge operation;START
2022-10-17 21:29:44;REFRIGERATOR;ON
2022-10-17 21:40:52;use a personal computer;START
2022-10-17 21:40:52;PC;ON
2022-10-17 21:43:44;REFRIGERATOR;OFF
2022-10-17 21:43:44;fridge operation;END
2022-10-17 22:12:17;PC;OFF
2022-10-17 22:12:17;use a personal computer;END
2022-10-17 22:12:18;watching TV;START
2022-10-17 22:12:18;TV;ON
2022-10-17 22:57:29;fridge operation;START
2022-10-17 22:57:29;REFRIGERATOR;ON
2022-10-17 23:11:29;REFRIGERATOR;OFF
2022-10-17 23:11:29;fridge operation;END
2022-10-17 23:14:01;TV;OFF
2022-10-17 23:14:02;TV;ON
2022-10-17 23:37:27;TV;OFF
2022-10-17 23:37:27;watching TV;END
2022-10-18 00:00:00;washing a load of laundry;START
2022-10-18 00:00:05;WASHINGMACHINE;ON
2022-10-18 00:08:20;fridge operation;START
2022-10-18 00:08:20;REFRIGERATOR;ON
2022-10-18 00:22:20;REFRIGERATOR;OFF
2022-10-18 00:22:20;fridge operation;END
2022-10-18 01:00:48;fridge operation;START
2022-10-18 01:00:48;REFRIGERATOR;ON
2022-10-18 01:14:48;REFRIGERATOR;OFF
2022-10-18 01:14:48;fridge operation;END
2022-10-18 01:53:38;fridge operation;START
2022-10-18 01:53:38;REFRIGERATOR;ON
2022-10-18 02:07:38;REFRIGERATOR;OFF
2022-10-18 02:07:38;fridge operation;END
2022-10-18 03:09:43;fridge operation;START
2022-10-18 03:09:43;REFRIGERATOR;ON
2022-10-18 03:10:32;WASHINGMACHINE;OFF
2022-10-18 03:10:32;washing a load of laundry;END
2022-10-18 03:23:43;REFRIGERATOR;OFF
2022-10-18 03:23:43;fridge operation;END
2022-10-18 04:18:03;fridge operation;START
2022-10-18 04:18:03;REFRIGERATOR;ON
2022-10-18 04:32:03;REFRIGERATOR;OFF
2022-10-18 04:32:03;fridge operation;END
2022-10-18 05:36:28;fridge operation;START
2022-10-18 05:36:28;REFRIGERATOR;ON
2022-10-18 05:50:28;REFRIGERATOR;OFF
2022-10-18 05:50:28;fridge operation;END
2022-10-18 06:14:50;fridge operation;START
2022-10-18 06:14:50;REFRIGERATOR;ON
2022-10-18 06:28:50;REFRIGERATOR;OFF
2022-10-18 06:28:50;fridge operation;END
2022-10-18 07:03:43;fridge operation;START
2022-10-18 07:03:43;REFRIGERATOR;ON
2022-10-18 07:17:43;REFRIGERATOR;OFF
2022-10-18 07:17:43;fridge operation;END
2022-10-18 07:41:22;preparing breakfast with coffee or tea and toast or eggs;START
2022-10-18 07:41:27;COFFEEMAKER;ON
2022-10-18 07:41:38;COOKINGSTOVE;ON
2022-10-18 07:48:38;COOKINGSTOVE;OFF
2022-10-18 08:07:35;COFFEEMAKER;OFF
2022-10-18 08:07:35;preparing breakfast with coffee or tea and toast or eggs;END
2022-10-18 08:11:25;fridge operation;START
2022-10-18 08:11:25;REFRIGERATOR;ON
2022-10-18 08:25:25;REFRIGERATOR;OFF
2022-10-18 08:25:25;fridge operation;END
2022-10-18 09:07:43;fridge operation;START
2022-10-18 09:07:43;REFRIGERATOR;ON
2022-10-18 09:11:38;watching TV;START
2022-10-18 09:11:38;TV;ON
2022-10-18 09:21:43;REFRIGERATOR;OFF
2022-10-18 09:21:43;fridge operation;END
2022-10-18 10:00:39;TV;OFF
2022-10-18 10:00:40;TV;ON
2022-10-18 10:16:06;TV;OFF
2022-10-18 10:16:06;watching TV;END
2022-10-18 10:20:02;fridge operation;START
2022-10-18 10:20:02;REFRIGERATOR;ON
2022-10-18 10:27:58;listen to a 74 minute audio CD;START
2022-10-18 10:27:58;AMPLIFIER;ON
2022-10-18 10:28:03;CDPLAYER;ON
2022-10-18 10:34:02;REFRIGERATOR;OFF
2022-10-18 10:34:02;fridge operation;END
2022-10-18 11:18:46;fridge operation;START
2022-10-18 11:18:46;REFRIGERATOR;ON
2022-10-18 11:32:46;REFRIGERATOR;OFF
2022-10-18 11:32:46;fridge operation;END
2022-10-18 11:42:02;CDPLAYER;OFF
2022-10-18 11:42:07;AMPLIFIER;OFF
2022-10-18 11:42:07;listen to a 74 minute audio CD;END
2022-10-18 11:53:47;fridge operation;START
2022-10-18 11:53:47;REFRIGERATOR;ON
2022-10-18 12:07:40;vacuuming;START
2022-10-18 12:07:40;VACUUMCLEANER;ON
2022-10-18 12:07:47;REFRIGERATOR;OFF
2022-10-18 12:07:47;fridge operation;END
2022-10-18 12:19:40;VACUUMCLEANER;OFF
2022-10-18 12:19:40;vacuuming;END
2022-10-18 12:35:51;microwaving food;START
2022-10-18 12:35:51;MICROWAVE;ON
2022-10-18 12:38:51;MICROWAVE;OFF
2022-10-18 12:38:51;microwaving food;END
2022-10-18 12:42:20;vacuuming;START
2022-10-18 12:42:20;VACUUMCLEANER;ON
2022-10-18 12:54:20;VACUUMCLEANER;OFF
2022-10-18 12:54:20;vacuuming;END
2022-10-18 13:05:49;fridge operation;START
2022-10-18 13:05:49;REFRIGERATOR;ON
2022-10-18 13:19:49;REFRIGERATOR;OFF
2022-10-18 13:19:49;fridge operation;END
2022-10-18 13:26:39;watching TV;START
2022-10-18 13:26:39;TV;ON
2022-10-18 14:15:36;fridge operation;START
2022-10-18 14:15:36;REFRIGERATOR;ON
2022-10-18 14:29:36;REFRIGERATOR;OFF
2022-10-18 14:29:36;fridge operation;END
2022-10-18 15:07:37;fridge operation;START
2022-10-18 15:07:37;REFRIGERATOR;ON
2022-10-18 15:20:57;TV;OFF
2022-10-18 15:20:58;TV;ON
2022-10-18 15:21:37;REFRIGERATOR;OFF
2022-10-18 15:21:37;fridge operation;END
2022-10-18 15:47:45;TV;OFF
2022-10-18 15:47:45;watching TV;END
2022-10-18 15:52:32;fridge operation;START
2022-10-18 15:52:32;REFRIGERATOR;ON
2022-10-18 16:06:32;REFRIGERATOR;OFF
2022-10-18 16:06:32;fridge operation;END
2022-10-18 16:11:46;watching TV;START
2022-10-18 16:11:46;TV;ON
2022-10-18 16:44:17;fridge operation;START
2022-10-18 16:44:17;REFRIGERATOR;ON
2022-10-18 16:58:17;REFRIGERATOR;OFF
2022-10-18 16:58:17;fridge operation;END
2022-10-18 17:18:29;TV;OFF
2022-10-18 17:18:30;TV;ON
2022-10-18 17:33:40;fridge operation;START
2022-10-18 17:33:40;REFRIGERATOR;ON
2022-10-18 17:37:10;TV;OFF
2022-10-18 17:37:10;watching TV;END
2022-10-18 17:47:40;REFRIGERATOR;OFF
2022-10-18 17:47:40;fridge operation;END
2022-10-18 18:16:52;fridge operation;START
2022-10-18 18:16:52;REFRIGERATOR;ON
2022-10-18 18:30:52;REFRIGERATOR;OFF
2022-10-18 18:30:52;fridge operation;END
2022-10-18 18:58:26;use a personal computer;START
2022-10-18 18:58:26;PC;ON
2022-10-18 19:09:10;fridge operation;START
2022-10-18 19:09:10;REFRIGERATOR;ON
2022-10-18 19:23:10;REFRIGERATOR;OFF
2022-10-18 19:23:10;fridge operation;END
2022-10-18 19:29:51;PC;OFF
2022-10-18 19:29:51;use a personal computer;END
2022-10-18 20:00:04;fridge operation;START
2022-10-18 20:00:04;REFRIGERATOR;ON
2022-10-18 20:00:46;watching TV;START
2022-10-18 20:00:46;TV;ON
2022-10-18 20:14:04;REFRIGERATOR;OFF
2022-10-18 20:14:04;fridge operation;END
2022-10-18 21:03:54;fridge operation;START
2022-10-18 21:03:54;REFRIGERATOR;ON
2022-10-18 21:17:54;REFRIGERATOR;OFF
2022-10-18 21:17:54;fridge operation;END
2022-10-18 21:36:49;TV;OFF
2022-10-18 21:36:50;TV;ON
2022-10-18 22:03:16;TV;OFF
2022-10-18 22:03:16;watching TV;END
2022-10-18 22:10:37;fridge operation;START
2022-10-18 22:10:37;REFRIGERATOR;ON
2022-10-18 22:24:26;use a personal computer;START
2022-10-18 22:24:26;PC;ON
2022-10-18 22:24:37;REFRIGERATOR;OFF
2022-10-18 22:24:37;fridge operation;END
2022-10-18 22:55:51;PC;OFF
2022-10-18 22:55:51;use a personal computer;END
2022-10-18 23:11:50;fridge operation;START
2022-10-18 23:11:50;REFRIGERATOR;ON
2022-10-18 23:25:50;REFRIGERATOR;OFF
2022-10-18 23:25:50;fridge operation;END
2022-10-19 00:00:00;fridge operation;START
2022-10-19 00:00:00;REFRIGERATOR;ON
2022-10-19 00:14:00;REFRIGERATOR;OFF
2022-10-19 00:14:00;fridge operation;END
2022-10-19 01:35:40;fridge operation;START
2022-10-19 01:35:40;REFRIGERATOR;ON
2022-10-19 01:49:40;REFRIGERATOR;OFF
2022-10-19 01:49:40;fridge operation;END
2022-10-19 02:21:43;fridge operation;START
2022-10-19 02:21:43;REFRIGERATOR;ON
2022-10-19 02:35:43;REFRIGERATOR;OFF
2022-10-19 02:35:43;fridge operation;END
2022-10-19 03:49:15;fridge operation;START
2022-10-19 03:49:15;REFRIGERATOR;ON
2022-10-19 04:03:15;REFRIGERATOR;OFF
2022-10-19 04:03:15;fridge operation;END
2022-10-19 04:53:45;fridge operation;START
2022-10-19 04:53:45;REFRIGERATOR;ON
2022-10-19 05:07:45;REFRIGERATOR;OFF
2022-10-19 05:07:45;fridge operation;END
2022-10-19 06:34:05;fridge operation;START
2022-10-19 06:34:05;REFRIGERATOR;ON
2022-10-19 06:48:05;REFRIGERATOR;OFF
2022-10-19 06:48:05;fridge operation;END
2022-10-19 07:28:23;fridge operation;START
2022-10-19 07:28:23;REFRIGERATOR;ON
2022-10-19 07:42:23;REFRIGERATOR;OFF
2022-10-19 07:42:23;fridge operation;END
2022-10-19 07:54:04;preparing breakfast with coffee or tea and toast or eggs;START
2022-10-19 07:54:09;KETTLE;ON
2022-10-19 07:54:24;BREADCUTTER;ON
2022-10-19 07:54:29;BREADCUTTER;OFF
2022-10-19 07:54:30;TOASTER;ON
2022-10-19 07:55:57;KETTLE;OFF
2022-10-19 08:14:48;TOASTER;OFF
2022-10-19 08:14:48;preparing breakfast with coffee or tea and toast or eggs;END
2022-10-19 08:29:45;fridge operation;START
2022-10-19 08:29:45;REFRIGERATOR;ON
2022-10-19 08:43:45;REFRIGERATOR;OFF
2022-10-19 08:43:45;fridge operation;END
2022-10-19 09:00:01;vacuuming;START
2022-10-19 09:00:01;VACUUMCLEANER;ON
2022-10-19 09:12:01;VACUUMCLEANER;OFF
2022-10-19 09:12:01;vacuuming;END
2022-10-19 09:42:04;listen to a 74 minute audio CD;START
2022-10-19 09:42:04;AMPLIFIER;ON
2022-10-19 09:42:09;CDPLAYER;ON
2022-10-19 09:46:58;fridge operation;START
2022-10-19 09:46:58;REFRIGERATOR;ON
2022-10-19 10:00:58;REFRIGERATOR;OFF
2022-10-19 10:00:58;fridge operation;END
2022-10-19 10:55:16;fridge operation;START
2022-10-19 10:55:16;REFRIGERATOR;ON
2022-10-19 10:56:08;CDPLAYER;OFF
2022-10-19 10:56:13;AMPLIFIER;OFF
2022-10-19 10:56:13;listen to a 74 minute audio CD;END
2022-10-19 11:09:16;REFRIGERATOR;OFF
2022-10-19 11:09:16;fridge operation;END
2022-10-19 11:31:22;use a personal computer;START
2022-10-19 11:31:22;PC;ON
2022-10-19 12:02:47;PC;OFF
2022-10-19 12:02:47;use a personal computer;END
2022-10-19 12:02:48;watching TV;START
2022-10-19 12:02:48;TV;ON
2022-10-19 12:10:58;fridge operation;START
2022-10-19 12:10:58;REFRIGERATOR;ON
2022-10-19 12:24:58;REFRIGERATOR;OFF
2022-10-19 12:24:58;fridge operation;END
2022-10-19 13:19:12;TV;OFF
2022-10-19 13:19:13;TV;ON
2022-10-19 13:44:39;fridge operation;START
2022-10-19 13:44:39;REFRIGERATOR;ON
2022-10-19 13:48:19;TV;OFF
2022-10-19 13:48:19;watching TV;END
2022-10-19 13:58:39;REFRIGERATOR;OFF
2022-10-19 13:58:39;fridge operation;END
2022-10-19 14:40:25;use a personal computer;START
2022-10-19 14:40:25;PC;ON
2022-10-19 15:11:50;PC;OFF
2022-10-19 15:11:50;use a personal computer;END
2022-10-19 15:16:01;fridge operation;START
2022-10-19 15:16:01;REFRIGERATOR;ON
2022-10-19 15:30:01;REFRIGERATOR;OFF
2022-10-19 15:30:01;fridge operation;END
2022-10-19 15:41:41;watching TV;START
2022-10-19 15:41:41;TV;ON
2022-10-19 16:45:28;fridge operation;START
2022-10-19 16:45:28;REFRIGERATOR;ON
2022-10-19 16:59:28;REFRIGERATOR;OFF
2022-10-19 16:59:28;fridge operation;END
2022-10-19 17:10:01;TV;OFF
2022-10-19 17:10:02;TV;ON
2022-10-19 17:34:01;TV;OFF
2022-10-19 17:34:01;watching TV;END
2022-10-19 18:14:54;fridge operation;START
2022-10-19 18:14:54;REFRIGERATOR;ON
2022-10-19 18:28:54;REFRIGERATOR;OFF
2022-10-19 18:28:54;fridge operation;END
2022-10-19 18:51:16;vacuuming;START
2022-10-19 18:51:16;VACUUMCLEANER;ON
2022-10-19 19:03:16;VACUUMCLEANER;OFF
2022-10-19 19:03:16;vacuuming;END
2022-10-19 19:35:43;fridge operation;START
2022-10-19 19:35:43;REFRIGERATOR;ON
2022-10-19 19:44:55;cooking a dinner;START
2022-10-19 19:44:55;KETTLE;ON
2022-10-19 19:46:43;KETTLE;OFF
2022-10-19 19:46:44;COOKINGSTOVE;ON
2022-10-19 19:49:43;REFRIGERATOR;OFF
2022-10-19 19:49:43;fridge operation;END
2022-10-19 20:12:10;COOKINGSTOVE;OFF
2022-10-19 20:12:11;MICROWAVE;ON
2022-10-19 20:18:50;MICROWAVE;OFF
