Time;Source;Event
2022-10-13 11:45:27;REFRIGERATOR;ON
2022-10-13 11:59:27;REFRIGERATOR;OFF
2022-10-13 11:59:27;fridge operation;END
2022-10-13 12:13:57;listen to a 74 minute audio CD;START
2022-10-13 12:13:57;AMPLIFIER;ON
2022-10-13 12:14:07;CDPLAYER;ON
2022-10-13 12:39:39;fridge operation;START
2022-10-13 12:39:39;REFRIGERATOR;ON
2022-10-13 12:48:44;use a personal computer;START
2022-10-13 12:48:44;PC;ON
2022-10-13 12:53:39;REFRIGERATOR;OFF
2022-10-13 12:53:39;fridge operation;END
2022-10-13 13:22:56;fridge operation;START
2022-10-13 13:22:56;REFRIGERATOR;ON
2022-10-13 13:28:06;AMPLIFIER;OFF
2022-10-13 13:28:06;CDPLAYER;OFF
2022-10-13 13:28:06;listen to a 74 minute audio CD;END
2022-10-13 13:36:56;REFRIGERATOR;OFF
2022-10-13 13:36:56;fridge operation;END
2022-10-13 14:04:03;PC;OFF
2022-10-13 14:04:03;use a personal computer;END
2022-10-13 14:10:43;microwaving food;START
2022-10-13 14:10:43;MICROWAVE;ON
2022-10-13 14:17:31;MICROWAVE;OFF
2022-10-13 14:17:31;microwaving food;END
2022-10-13 14:30:36;microwaving food;START
2022-10-13 14:30:36;MICROWAVE;ON
2022-10-13 14:32:25;dishwasher operation;START
2022-10-13 14:32:34;fridge operation;START
2022-10-13 14:32:34;REFRIGERATOR;ON
2022-10-13 14:32:35;DISHWASHER;ON
2022-10-13 14:33:54;MICROWAVE;OFF
2022-10-13 14:33:54;microwaving food;END
2022-10-13 14:37:53;use a personal computer;START
2022-10-13 14:37:53;PC;ON
2022-10-13 14:38:27;microwaving food;START
2022-10-13 14:38:27;MICROWAVE;ON
2022-10-13 14:41:26;MICROWAVE;OFF
2022-10-13 14:41:26;microwaving food;END
2022-10-13 14:46:34;REFRIGERATOR;OFF
2022-10-13 14:46:34;fridge operation;END
2022-10-13 14:52:45;microwaving food;START
2022-10-13 14:52:45;MICROWAVE;ON
2022-10-13 14:59:14;MICROWAVE;OFF
2022-10-13 14:59:14;microwaving food;END
2022-10-13 15:14:54;fridge operation;START
2022-10-13 15:14:54;REFRIGERATOR;ON
2022-10-13 15:26:23;use a personal computer;START
2022-10-13 15:26:23;PC;ON
2022-10-13 15:28:54;REFRIGERATOR;OFF
2022-10-13 15:28:54;fridge operation;END
2022-10-13 15:39:51;DISHWASHER;OFF
2022-10-13 15:39:51;dishwasher operation;END
2022-10-13 15:53:12;PC;OFF
2022-10-13 15:53:12;use a personal computer;END
2022-10-13 16:26:22;fridge operation;START
2022-10-13 16:26:22;REFRIGERATOR;ON
2022-10-13 16:40:22;REFRIGERATOR;OFF
2022-10-13 16:40:22;fridge operation;END
2022-10-13 16:41:42;PC;OFF
2022-10-13 16:41:42;use a personal computer;END
2022-10-13 16:50:31;vacuuming;START
2022-10-13 16:50:31;VACUUMCLEANER;ON
2022-10-13 16:53:07;watching TV;START
2022-10-13 16:53:07;TV;ON
2022-10-13 17:02:31;VACUUMCLEANER;OFF
2022-10-13 17:02:31;vacuuming;END
2022-10-13 17:11:53;use a personal computer;START
2022-10-13 17:11:53;PC;ON
2022-10-13 17:28:59;fridge operation;START
2022-10-13 17:28:59;REFRIGERATOR;ON
2022-10-13 17:42:59;REFRIGERATOR;OFF
2022-10-13 17:42:59;fridge operation;END
2022-10-13 18:27:12;PC;OFF
2022-10-13 18:27:12;use a personal computer;END
2022-10-13 18:31:07;TV;OFF
2022-10-13 18:31:08;TV;ON
2022-10-13 18:34:37;fridge operation;START
2022-10-13 18:34:37;REFRIGERATOR;ON
2022-10-13 18:44:51;watching TV;START
2022-10-13 18:44:51;TV;ON
2022-10-13 18:48:37;REFRIGERATOR;OFF
2022-10-13 18:48:37;fridge operation;END
2022-10-13 18:52:59;TV;OFF
2022-10-13 18:52:59;watching TV;END
2022-10-13 19:03:09;cooking a dinner;START
2022-10-13 19:03:09;KETTLE;ON
2022-10-13 19:03:38;cooking a dinner;START
2022-10-13 19:03:38;KETTLE;ON
2022-10-13 19:04:09;KETTLE;OFF
2022-10-13 19:04:10;COOKINGSTOVE;ON
2022-10-13 19:04:38;KETTLE;OFF
2022-10-13 19:04:39;COOKINGSTOVE;ON
2022-10-13 19:14:58;TV;OFF
2022-10-13 19:14:59;TV;ON
2022-10-13 19:18:13;cooking a dinner;START
2022-10-13 19:18:13;KETTLE;ON
2022-10-13 19:19:13;KETTLE;OFF
2022-10-13 19:19:14;COOKINGSTOVE;ON
2022-10-13 19:38:48;TV;OFF
2022-10-13 19:38:48;watching TV;END
2022-10-13 19:48:02;COOKINGSTOVE;OFF
2022-10-13 19:48:02;cooking a dinner;END
2022-10-13 19:48:04;COOKINGSTOVE;OFF
2022-10-13 19:48:05;MICROWAVE;ON
2022-10-13 19:50:08;MICROWAVE;OFF
2022-10-13 19:50:08;cooking a dinner;END
2022-10-13 19:58:16;COOKINGSTOVE;OFF
2022-10-13 19:58:16;cooking a dinner;END
2022-10-13 20:06:42;fridge operation;START
2022-10-13 20:06:42;REFRIGERATOR;ON
2022-10-13 20:10:05;watching TV;START
2022-10-13 20:10:05;TV;ON
2022-10-13 20:10:43;watching TV;START
2022-10-13 20:10:43;TV;ON
2022-10-13 20:20:42;REFRIGERATOR;OFF
2022-10-13 20:20:42;fridge operation;END
2022-10-13 21:06:00;TV;OFF
2022-10-13 21:06:01;TV;ON
2022-10-13 21:11:57;fridge operation;START
2022-10-13 21:11:57;REFRIGERATOR;ON
2022-10-13 21:25:57;REFRIGERATOR;OFF
2022-10-13 21:25:57;fridge operation;END
2022-10-13 21:33:02;TV;OFF
2022-10-13 21:33:02;watching TV;END
2022-10-13 21:38:26;watching TV;START
2022-10-13 21:38:26;TV;ON
2022-10-13 21:38:32;TV;OFF
2022-10-13 21:38:33;TV;ON
2022-10-13 21:41:54;watching TV;START
2022-10-13 21:41:54;TV;ON
2022-10-13 22:05:47;TV;OFF
2022-10-13 22:05:47;watching TV;END
2022-10-13 22:18:20;fridge operation;START
2022-10-13 22:18:20;REFRIGERATOR;ON
2022-10-13 22:32:20;REFRIGERATOR;OFF
2022-10-13 22:32:20;fridge operation;END
2022-10-13 22:43:06;TV;OFF
2022-10-13 22:43:07;TV;ON
2022-10-13 22:58:21;TV;OFF
2022-10-13 22:58:22;TV;ON
2022-10-13 23:06:32;TV;OFF
2022-10-13 23:06:32;watching TV;END
2022-10-13 23:13:27;TV;OFF
2022-10-13 23:13:27;watching TV;END
2022-10-13 23:25:03;fridge operation;START
2022-10-13 23:25:03;REFRIGERATOR;ON
2022-10-13 23:39:03;REFRIGERATOR;OFF
2022-10-13 23:39:03;fridge operation;END
