Time;Source;Event
2022-10-16 13:21:24;REFRIGERATOR;OFF
2022-10-16 13:21:24;fridge operation;END
2022-10-16 14:00:55;microwaving food;START
2022-10-16 14:00:55;MICROWAVE;ON
2022-10-16 14:04:46;MICROWAVE;OFF
2022-10-16 14:04:46;microwaving food;END
2022-10-16 14:12:40;PC;OFF
2022-10-16 14:12:40;use a personal computer;END
2022-10-16 14:13:23;microwaving food;START
2022-10-16 14:13:23;MICROWAVE;ON
2022-10-16 14:18:29;fridge operation;START
2022-10-16 14:18:29;REFRIGERATOR;ON
2022-10-16 14:18:31;MICROWAVE;OFF
2022-10-16 14:18:31;microwaving food;END
2022-10-16 14:19:22;microwaving food;START
2022-10-16 14:19:22;MICROWAVE;ON
2022-10-16 14:22:38;use a personal computer;START
2022-10-16 14:22:38;PC;ON
2022-10-16 14:23:38;MICROWAVE;OFF
2022-10-16 14:23:38;microwaving food;END
2022-10-16 14:30:16;DRYER;OFF
2022-10-16 14:30:16;washing a load of laundry;END
2022-10-16 14:32:11;REFRIGERATOR;OFF
2022-10-16 14:32:11;fridge operation;END
2022-10-16 14:32:26;microwaving food;START
2022-10-16 14:32:26;MICROWAVE;ON
2022-10-16 14:36:36;MICROWAVE;OFF
2022-10-16 14:36:36;microwaving food;END
2022-10-16 14:40:02;listen to a 74 minute audio CD;START
2022-10-16 14:40:02;AMPLIFIER;ON
2022-10-16 14:40:08;CDPLAYER;ON
2022-10-16 14:55:21;fridge operation;START
2022-10-16 14:55:21;REFRIGERATOR;ON
2022-10-16 15:09:03;REFRIGERATOR;OFF
2022-10-16 15:09:03;fridge operation;END
2022-10-16 15:11:56;use a personal computer;START
2022-10-16 15:11:56;PC;ON
2022-10-16 15:37:57;PC;OFF
2022-10-16 15:37:57;use a personal computer;END
2022-10-16 15:45:20;fridge operation;START
2022-10-16 15:45:20;REFRIGERATOR;ON
2022-10-16 15:54:07;CDPLAYER;OFF
2022-10-16 15:54:11;AMPLIFIER;OFF
2022-10-16 15:54:11;listen to a 74 minute audio CD;END
2022-10-16 15:59:02;REFRIGERATOR;OFF
2022-10-16 15:59:02;fridge operation;END
2022-10-16 16:20:38;watching TV;START
2022-10-16 16:20:38;TV;ON
2022-10-16 16:27:15;PC;OFF
2022-10-16 16:27:15;use a personal computer;END
2022-10-16 16:43:32;fridge operation;START
2022-10-16 16:43:32;REFRIGERATOR;ON
2022-10-16 16:57:14;REFRIGERATOR;OFF
2022-10-16 16:57:14;fridge operation;END
2022-10-16 17:01:14;watching TV;START
2022-10-16 17:01:14;TV;ON
2022-10-16 17:09:01;TV;OFF
2022-10-16 17:09:02;TV;ON
2022-10-16 17:28:00;TV;OFF
2022-10-16 17:28:01;TV;ON
2022-10-16 17:28:24;watching TV;START
2022-10-16 17:28:24;TV;ON
2022-10-16 17:41:16;fridge operation;START
2022-10-16 17:41:16;REFRIGERATOR;ON
2022-10-16 17:46:28;TV;OFF
2022-10-16 17:46:28;watching TV;END
2022-10-16 17:46:29;use a personal computer;START
2022-10-16 17:46:29;PC;ON
2022-10-16 17:50:11;use a personal computer;START
2022-10-16 17:50:11;PC;ON
2022-10-16 17:54:58;REFRIGERATOR;OFF
2022-10-16 17:54:58;fridge operation;END
2022-10-16 18:03:23;TV;OFF
2022-10-16 18:03:24;TV;ON
2022-10-16 18:15:17;TV;OFF
2022-10-16 18:15:18;TV;ON
2022-10-16 18:18:32;TV;OFF
2022-10-16 18:18:32;watching TV;END
2022-10-16 18:24:10;fridge operation;START
2022-10-16 18:24:10;REFRIGERATOR;ON
2022-10-16 18:37:52;REFRIGERATOR;OFF
2022-10-16 18:37:52;fridge operation;END
2022-10-16 18:38:06;TV;OFF
2022-10-16 18:38:06;watching TV;END
2022-10-16 19:01:48;PC;OFF
2022-10-16 19:01:48;use a personal computer;END
2022-10-16 19:04:40;fridge operation;START
2022-10-16 19:04:40;REFRIGERATOR;ON
2022-10-16 19:05:30;PC;OFF
2022-10-16 19:05:30;use a personal computer;END
2022-10-16 19:07:34;watching TV;START
2022-10-16 19:07:34;TV;ON
2022-10-16 19:18:22;REFRIGERATOR;OFF
2022-10-16 19:18:22;fridge operation;END
2022-10-16 19:20:18;cooking a dinner;START
2022-10-16 19:20:18;KETTLE;ON
2022-10-16 19:21:18;KETTLE;OFF
2022-10-16 19:21:19;COOKINGSTOVE;ON
2022-10-16 19:36:13;cooking a dinner;START
2022-10-16 19:36:13;KETTLE;ON
2022-10-16 19:37:13;KETTLE;OFF
2022-10-16 19:37:14;COOKINGSTOVE;ON
2022-10-16 19:49:38;cooking a dinner;START
2022-10-16 19:49:38;KETTLE;ON
2022-10-16 19:50:38;KETTLE;OFF
2022-10-16 19:50:39;COOKINGSTOVE;ON
2022-10-16 19:55:34;TV;OFF
2022-10-16 19:55:35;TV;ON
2022-10-16 19:57:13;fridge operation;START
2022-10-16 19:57:13;REFRIGERATOR;ON
2022-10-16 20:03:54;COOKINGSTOVE;OFF
2022-10-16 20:03:55;MICROWAVE;ON
2022-10-16 20:05:58;MICROWAVE;OFF
2022-10-16 20:05:58;cooking a dinner;END
2022-10-16 20:06:53;COOKINGSTOVE;OFF
2022-10-16 20:06:54;MICROWAVE;ON
2022-10-16 20:08:57;MICROWAVE;OFF
2022-10-16 20:08:57;cooking a dinner;END
2022-10-16 20:10:55;REFRIGERATOR;OFF
2022-10-16 20:10:55;fridge operation;END
2022-10-16 20:10:58;COOKINGSTOVE;OFF
2022-10-16 20:10:59;MICROWAVE;ON
2022-10-16 20:13:02;MICROWAVE;OFF
2022-10-16 20:13:02;cooking a dinner;END
2022-10-16 20:16:07;watching TV;START
2022-10-16 20:16:07;TV;ON
2022-10-16 20:21:03;TV;OFF
2022-10-16 20:21:03;watching TV;END
2022-10-16 20:27:26;watching TV;START
2022-10-16 20:27:26;TV;ON
2022-10-16 20:51:21;fridge operation;START
2022-10-16 20:51:21;REFRIGERATOR;ON
2022-10-16 21:05:03;REFRIGERATOR;OFF
2022-10-16 21:05:03;fridge operation;END
2022-10-16 21:45:09;TV;OFF
2022-10-16 21:45:09;watching TV;END
2022-10-16 21:54:34;fridge operation;START
2022-10-16 21:54:34;REFRIGERATOR;ON
2022-10-16 22:03:45;TV;OFF
2022-10-16 22:03:45;watching TV;END
2022-10-16 22:08:16;REFRIGERATOR;OFF
2022-10-16 22:08:16;fridge operation;END
2022-10-16 22:49:20;fridge operation;START
2022-10-16 22:49:20;REFRIGERATOR;ON
2022-10-16 23:03:02;REFRIGERATOR;OFF
2022-10-16 23:03:02;fridge operation;END
2022-10-17 00:00:00;washing a load of laundry;START
2022-10-17 00:00:00;fridge operation;START
2022-10-17 00:00:00;REFRIGERATOR;ON
2022-10-17 00:00:09;DRYER;ON
2022-10-17 00:13:42;REFRIGERATOR;OFF
2022-10-17 00:13:42;fridge operation;END
2022-10-17 00:47:10;fridge operation;START
2022-10-17 00:47:10;REFRIGERATOR;ON
2022-10-17 01:00:52;REFRIGERATOR;OFF
2022-10-17 01:00:52;fridge operation;END
2022-10-17 01:16:22;fridge operation;START
2022-10-17 01:16:22;REFRIGERATOR;ON
2022-10-17 01:30:04;REFRIGERATOR;OFF
2022-10-17 01:30:04;fridge operation;END
2022-10-17 02:14:31;fridge operation;START
2022-10-17 02:14:31;REFRIGERATOR;ON
2022-10-17 02:28:13;REFRIGERATOR;OFF
2022-10-17 02:28:13;fridge operation;END
2022-10-17 03:23:58;fridge operation;START
2022-10-17 03:23:58;REFRIGERATOR;ON
2022-10-17 03:37:40;REFRIGERATOR;OFF
2022-10-17 03:37:40;fridge operation;END
2022-10-17 04:31:27;fridge operation;START
2022-10-17 04:31:27;REFRIGERATOR;ON
2022-10-17 04:45:09;REFRIGERATOR;OFF
2022-10-17 04:45:09;fridge operation;END
2022-10-17 05:09:11;fridge operation;START
2022-10-17 05:09:11;REFRIGERATOR;ON
2022-10-17 05:15:48;DRYER;OFF
2022-10-17 05:15:48;washing a load of laundry;END
2022-10-17 05:22:53;REFRIGERATOR;OFF
2022-10-17 05:22:53;fridge operation;END
2022-10-17 06:05:06;fridge operation;START
2022-10-17 06:05:06;REFRIGERATOR;ON
2022-10-17 06:18:48;REFRIGERATOR;OFF
2022-10-17 06:18:48;fridge operation;END
2022-10-17 06:45:18;fridge operation;START
2022-10-17 06:45:18;REFRIGERATOR;ON
2022-10-17 06:59:00;REFRIGERATOR;OFF
2022-10-17 06:59:00;fridge operation;END
2022-10-17 07:27:49;fridge operation;START
2022-10-17 07:27:49;REFRIGERATOR;ON
2022-10-17 07:32:24;dishwasher operation;START
2022-10-17 07:32:29;DISHWASHER;ON
2022-10-17 07:41:31;REFRIGERATOR;OFF
2022-10-17 07:41:31;fridge operation;END
2022-10-17 08:15:11;preparing breakfast with coffee or tea and toast or eggs;START
2022-10-17 08:15:16;COFFEEMAKER;ON
2022-10-17 08:15:30;COOKINGSTOVE;ON
2022-10-17 08:18:40;preparing breakfast with coffee or tea and toast or eggs;START
2022-10-17 08:18:45;COFFEEMAKER;ON
2022-10-17 08:18:58;COOKINGSTOVE;ON
2022-10-17 08:21:22;preparing breakfast with coffee or tea and toast or eggs;START
2022-10-17 08:21:27;COFFEEMAKER;ON
2022-10-17 08:21:38;BREADCUTTER;ON
2022-10-17 08:21:43;BREADCUTTER;OFF
2022-10-17 08:21:44;BREADCUTTER;ON
2022-10-17 08:21:49;BREADCUTTER;OFF
2022-10-17 08:21:50;BREADCUTTER;ON
2022-10-17 08:21:55;BREADCUTTER;OFF
2022-10-17 08:21:56;BREADCUTTER;ON
2022-10-17 08:22:01;BREADCUTTER;OFF
2022-10-17 08:22:02;TOASTER;ON
2022-10-17 08:22:30;COOKINGSTOVE;OFF
2022-10-17 08:25:58;COOKINGSTOVE;OFF
2022-10-17 08:28:56;COFFEEMAKER;OFF
2022-10-17 08:28:56;preparing breakfast with coffee or tea and toast or eggs;END
2022-10-17 08:32:25;COFFEEMAKER;OFF
2022-10-17 08:32:25;preparing breakfast with coffee or tea and toast or eggs;END
2022-10-17 08:34:14;fridge operation;START
2022-10-17 08:34:14;REFRIGERATOR;ON
2022-10-17 08:35:07;COFFEEMAKER;OFF
2022-10-17 08:39:45;DISHWASHER;OFF
2022-10-17 08:39:45;dishwasher operation;END
2022-10-17 08:41:24;preparing breakfast with coffee or tea and toast or eggs;START
2022-10-17 08:41:29;COFFEEMAKER;ON
2022-10-17 08:41:42;BREADCUTTER;ON
2022-10-17 08:41:47;BREADCUTTER;OFF
2022-10-17 08:41:48;TOASTER;ON
2022-10-17 08:42:20;TOASTER;OFF
2022-10-17 08:42:20;preparing breakfast with coffee or tea and toast or eggs;END
2022-10-17 08:47:56;REFRIGERATOR;OFF
2022-10-17 08:47:56;fridge operation;END
2022-10-17 08:55:09;COFFEEMAKER;OFF
2022-10-17 09:00:00;use a personal computer;START
2022-10-17 09:00:00;PC;ON
2022-10-17 09:02:06;TOASTER;OFF
2022-10-17 09:02:06;preparing breakfast with coffee or tea and toast or eggs;END
2022-10-17 09:17:32;fridge operation;START
2022-10-17 09:17:32;REFRIGERATOR;ON
2022-10-17 09:31:14;REFRIGERATOR;OFF
2022-10-17 09:31:14;fridge operation;END
2022-10-17 09:31:41;dishwasher operation;START
2022-10-17 09:31:48;DISHWASHER;ON
2022-10-17 10:04:35;use a personal computer;START
2022-10-17 10:04:35;PC;ON
2022-10-17 10:15:19;PC;OFF
2022-10-17 10:15:19;use a personal computer;END
2022-10-17 10:19:26;fridge operation;START
2022-10-17 10:19:26;REFRIGERATOR;ON
2022-10-17 10:33:08;REFRIGERATOR;OFF
2022-10-17 10:33:08;fridge operation;END
2022-10-17 10:39:04;DISHWASHER;OFF
2022-10-17 10:39:04;dishwasher operation;END
2022-10-17 11:04:09;listen to a 74 minute audio CD;START
2022-10-17 11:04:09;AMPLIFIER;ON
2022-10-17 11:04:16;CDPLAYER;ON
2022-10-17 11:19:54;PC;OFF
2022-10-17 11:19:54;use a personal computer;END
2022-10-17 11:40:02;fridge operation;START
2022-10-17 11:40:02;REFRIGERATOR;ON
2022-10-17 11:53:44;REFRIGERATOR;OFF
2022-10-17 11:53:44;fridge operation;END
2022-10-17 12:18:15;CDPLAYER;OFF
2022-10-17 12:18:18;AMPLIFIER;OFF
2022-10-17 12:18:18;listen to a 74 minute audio CD;END
2022-10-17 12:53:49;fridge operation;START
2022-10-17 12:53:49;REFRIGERATOR;ON
2022-10-17 12:58:25;vacuuming;START
2022-10-17 12:58:25;VACUUMCLEANER;ON
2022-10-17 13:07:31;REFRIGERATOR;OFF
2022-10-17 13:07:31;fridge operation;END
2022-10-17 13:10:25;VACUUMCLEANER;OFF
2022-10-17 13:10:25;vacuuming;END
2022-10-17 13:32:33;use a personal computer;START
2022-10-17 13:32:33;PC;ON
2022-10-17 13:36:35;fridge operation;START
2022-10-17 13:36:35;REFRIGERATOR;ON
2022-10-17 13:50:17;REFRIGERATOR;OFF
2022-10-17 13:50:17;fridge operation;END
2022-10-17 14:10:09;microwaving food;START
2022-10-17 14:10:09;MICROWAVE;ON
2022-10-17 14:11:56;MICROWAVE;OFF
2022-10-17 14:11:56;microwaving food;END
2022-10-17 14:20:50;fridge operation;START
2022-10-17 14:20:50;REFRIGERATOR;ON
2022-10-17 14:25:27;microwaving food;START
2022-10-17 14:25:27;MICROWAVE;ON
2022-10-17 14:30:53;MICROWAVE;OFF
2022-10-17 14:30:53;microwaving food;END
2022-10-17 14:32:19;use a personal computer;START
2022-10-17 14:32:19;PC;ON
2022-10-17 14:34:32;REFRIGERATOR;OFF
2022-10-17 14:34:32;fridge operation;END
2022-10-17 14:45:06;microwaving food;START
2022-10-17 14:45:06;MICROWAVE;ON
2022-10-17 14:47:52;PC;OFF
2022-10-17 14:47:52;use a personal computer;END
2022-10-17 14:49:27;MICROWAVE;OFF
2022-10-17 14:49:27;microwaving food;END
2022-10-17 14:56:21;microwaving food;START
2022-10-17 14:56:21;MICROWAVE;ON
2022-10-17 15:03:08;MICROWAVE;OFF
2022-10-17 15:03:08;microwaving food;END
2022-10-17 15:06:17;use a personal computer;START
2022-10-17 15:06:17;PC;ON
2022-10-17 15:41:26;fridge operation;START
2022-10-17 15:41:26;REFRIGERATOR;ON
2022-10-17 15:47:38;PC;OFF
2022-10-17 15:47:38;use a personal computer;END
2022-10-17 15:55:08;REFRIGERATOR;OFF
2022-10-17 15:55:08;fridge operation;END
2022-10-17 16:00:09;use a personal computer;START
2022-10-17 16:00:09;PC;ON
2022-10-17 16:21:36;PC;OFF
2022-10-17 16:21:36;use a personal computer;END
2022-10-17 16:37:42;fridge operation;START
2022-10-17 16:37:42;REFRIGERATOR;ON
2022-10-17 16:45:13;watching TV;START
2022-10-17 16:45:13;TV;ON
2022-10-17 16:51:24;REFRIGERATOR;OFF
2022-10-17 16:51:24;fridge operation;END
2022-10-17 17:11:31;watching TV;START
2022-10-17 17:11:31;TV;ON
2022-10-17 17:14:58;fridge operation;START
2022-10-17 17:14:58;REFRIGERATOR;ON
2022-10-17 17:15:28;PC;OFF
2022-10-17 17:15:28;use a personal computer;END
2022-10-17 17:28:40;REFRIGERATOR;OFF
2022-10-17 17:28:40;fridge operation;END
2022-10-17 17:42:57;TV;OFF
2022-10-17 17:42:58;TV;ON
2022-10-17 18:00:02;watching TV;START
2022-10-17 18:00:02;TV;ON
2022-10-17 18:04:42;TV;OFF
2022-10-17 18:04:42;watching TV;END
2022-10-17 18:09:46;fridge operation;START
2022-10-17 18:09:46;REFRIGERATOR;ON
2022-10-17 18:23:28;REFRIGERATOR;OFF
2022-10-17 18:23:28;fridge operation;END
2022-10-17 18:34:24;TV;OFF
2022-10-17 18:34:25;TV;ON
2022-10-17 18:35:17;TV;OFF
2022-10-17 18:35:17;watching TV;END
2022-10-17 18:57:05;fridge operation;START
2022-10-17 18:57:05;REFRIGERATOR;ON
2022-10-17 18:57:56;TV;OFF
2022-10-17 18:57:56;watching TV;END
2022-10-17 19:10:47;REFRIGERATOR;OFF
2022-10-17 19:10:47;fridge operation;END
2022-10-17 19:12:31;cooking a dinner;START
2022-10-17 19:12:31;KETTLE;ON
2022-10-17 19:13:31;KETTLE;OFF
2022-10-17 19:13:32;COOKINGSTOVE;ON
2022-10-17 19:18:30;watching TV;START
2022-10-17 19:18:30;TV;ON
2022-10-17 19:26:56;cooking a dinner;START
2022-10-17 19:26:56;KETTLE;ON
2022-10-17 19:27:56;KETTLE;OFF
2022-10-17 19:27:57;COOKINGSTOVE;ON
2022-10-17 19:29:50;cooking a dinner;START
2022-10-17 19:29:50;KETTLE;ON
2022-10-17 19:30:50;KETTLE;OFF
2022-10-17 19:30:51;COOKINGSTOVE;ON
2022-10-17 19:48:12;COOKINGSTOVE;OFF
2022-10-17 19:48:12;cooking a dinner;END
2022-10-17 19:57:26;fridge operation;START
2022-10-17 19:57:26;REFRIGERATOR;ON
2022-10-17 20:04:55;COOKINGSTOVE;OFF
2022-10-17 20:04:56;MICROWAVE;ON
2022-10-17 20:06:59;MICROWAVE;OFF
2022-10-17 20:06:59;cooking a dinner;END
2022-10-17 20:09:30;COOKINGSTOVE;OFF
2022-10-17 20:09:31;MICROWAVE;ON
2022-10-17 20:11:08;REFRIGERATOR;OFF
2022-10-17 20:11:08;fridge operation;END
2022-10-17 20:11:34;MICROWAVE;OFF
2022-10-17 20:11:34;cooking a dinner;END
2022-10-17 20:16:06;watching TV;START
2022-10-17 20:16:06;TV;ON
2022-10-17 20:26:25;fridge operation;START
2022-10-17 20:26:25;REFRIGERATOR;ON
2022-10-17 20:40:07;REFRIGERATOR;OFF
2022-10-17 20:40:07;fridge operation;END
2022-10-17 20:53:32;TV;OFF
2022-10-17 20:53:32;watching TV;END
2022-10-17 21:14:40;fridge operation;START
2022-10-17 21:14:40;REFRIGERATOR;ON
2022-10-17 21:28:22;REFRIGERATOR;OFF
2022-10-17 21:28:22;fridge operation;END
2022-10-17 21:29:57;watching TV;START
2022-10-17 21:29:57;TV;ON
2022-10-17 21:56:25;fridge operation;START
2022-10-17 21:56:25;REFRIGERATOR;ON
2022-10-17 21:56:55;TV;OFF
2022-10-17 21:56:56;TV;ON
2022-10-17 22:10:07;REFRIGERATOR;OFF
2022-10-17 22:10:07;fridge operation;END
2022-10-17 22:19:34;TV;OFF
2022-10-17 22:19:35;TV;ON
2022-10-17 22:21:22;TV;OFF
2022-10-17 22:21:22;watching TV;END
2022-10-17 22:46:00;TV;OFF
2022-10-17 22:46:00;watching TV;END
2022-10-17 22:46:57;fridge operation;START
2022-10-17 22:46:57;REFRIGERATOR;ON
2022-10-17 23:00:39;REFRIGERATOR;OFF
2022-10-17 23:00:39;fridge operation;END
2022-10-18 00:21:15;fridge operation;START
2022-10-18 00:21:15;REFRIGERATOR;ON
2022-10-18 00:34:57;REFRIGERATOR;OFF
2022-10-18 00:34:57;fridge operation;END
2022-10-18 01:10:35;washing a load of laundry;START
2022-10-18 01:10:50;DRYER;ON
2022-10-18 01:26:31;fridge operation;START
2022-10-18 01:26:31;REFRIGERATOR;ON
2022-10-18 01:40:13;REFRIGERATOR;OFF
2022-10-18 01:40:13;fridge operation;END
2022-10-18 01:56:47;fridge operation;START
2022-10-18 01:56:47;REFRIGERATOR;ON
2022-10-18 02:10:29;REFRIGERATOR;OFF
2022-10-18 02:10:29;fridge operation;END
2022-10-18 03:21:25;fridge operation;START
2022-10-18 03:21:25;REFRIGERATOR;ON
2022-10-18 03:35:07;REFRIGERATOR;OFF
2022-10-18 03:35:07;fridge operation;END
2022-10-18 04:15:31;fridge operation;START
2022-10-18 04:15:31;REFRIGERATOR;ON
2022-10-18 04:29:13;REFRIGERATOR;OFF
2022-10-18 04:29:13;fridge operation;END
2022-10-18 05:02:00;fridge operation;START
2022-10-18 05:02:00;REFRIGERATOR;ON
2022-10-18 05:15:42;REFRIGERATOR;OFF
2022-10-18 05:15:42;fridge operation;END
2022-10-18 05:42:19;fridge operation;START
2022-10-18 05:42:19;REFRIGERATOR;ON
2022-10-18 05:56:01;REFRIGERATOR;OFF
2022-10-18 05:56:01;fridge operation;END
2022-10-18 06:26:29;DRYER;OFF
2022-10-18 06:26:29;washing a load of laundry;END
2022-10-18 06:39:52;fridge operation;START
2022-10-18 06:39:52;REFRIGERATOR;ON
2022-10-18 06:53:34;REFRIGERATOR;OFF
2022-10-18 06:53:34;fridge operation;END
2022-10-18 07:18:36;fridge operation;START
2022-10-18 07:18:36;REFRIGERATOR;ON
2022-10-18 07:32:18;REFRIGERATOR;OFF
2022-10-18 07:32:18;fridge operation;END
2022-10-18 08:18:57;preparing breakfast with coffee or tea and toast or eggs;START
2022-10-18 08:19:02;COFFEEMAKER;ON
2022-10-18 08:19:12;BREADCUTTER;ON
2022-10-18 08:19:17;BREADCUTTER;OFF
2022-10-18 08:19:18;TOASTER;ON
2022-10-18 08:19:45;fridge operation;START
2022-10-18 08:19:45;REFRIGERATOR;ON
2022-10-18 08:29:55;preparing breakfast with coffee or tea and toast or eggs;START
2022-10-18 08:30:00;COFFEEMAKER;ON
2022-10-18 08:30:13;COOKINGSTOVE;ON
2022-10-18 08:32:42;COFFEEMAKER;OFF
2022-10-18 08:33:27;REFRIGERATOR;OFF
2022-10-18 08:33:27;fridge operation;END
2022-10-18 08:36:09;preparing breakfast with coffee or tea and toast or eggs;START
2022-10-18 08:36:14;COFFEEMAKER;ON
2022-10-18 08:36:27;BREADCUTTER;ON
2022-10-18 08:36:32;BREADCUTTER;OFF
2022-10-18 08:36:33;TOASTER;ON
2022-10-18 08:37:13;COOKINGSTOVE;OFF
2022-10-18 08:39:36;TOASTER;OFF
2022-10-18 08:39:36;preparing breakfast with coffee or tea and toast or eggs;END
2022-10-18 08:41:14;preparing breakfast with coffee or tea and toast or eggs;START
2022-10-18 08:41:19;COFFEEMAKER;ON
2022-10-18 08:41:34;BREADCUTTER;ON
2022-10-18 08:41:39;BREADCUTTER;OFF
2022-10-18 08:41:40;BREADCUTTER;ON
2022-10-18 08:41:45;BREADCUTTER;OFF
2022-10-18 08:41:46;TOASTER;ON
2022-10-18 08:43:40;COFFEEMAKER;OFF
2022-10-18 08:43:40;preparing breakfast with coffee or tea and toast or eggs;END
